element_id,grouped_element_key,task,level,takt_zone_id,allocation_room,source_category,source_original_category,quantity,quantity_unit,allocation_method,split_from_element_id,split_share
1353018,mep-assembly:1440389:balanced,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Air Terminals,,1.0,EA,centroid in room polygon,,1.0
1353025,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Air Terminals,,1.0,EA,centroid in room polygon,,1.0
1353061,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Air Terminals,,1.0,EA,centroid in room polygon,,1.0
1353109,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Ducts,,1.0,EA,centroid in room polygon,,1.0
1353207,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Ducts,,1.0,EA,centroid in room polygon,,1.0
1353224,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1353252,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Ducts,,1.0,EA,centroid in room polygon,,1.0
1353263,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1353264,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Ducts,,1.0,EA,centroid in room polygon,,1.0
1353294,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Ducts,,1.0,EA,centroid in room polygon,,1.0
1353303,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1353304,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Ducts,,1.0,EA,centroid in room polygon,,1.0
1353321,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Ducts,,1.0,EA,centroid in room polygon,,1.0
1353361,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1353364,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Ducts,,1.0,EA,centroid in room polygon,,1.0
1353421,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Flex Ducts,,1.0,EA,centroid in room polygon,,1.0
1353430,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Flex Ducts,,1.0,EA,centroid in room polygon,,1.0
1353436,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Flex Ducts,,1.0,EA,centroid in room polygon,,1.0
1353442,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Flex Ducts,,1.0,EA,centroid in room polygon,,1.0
1353452,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1353453,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1353454,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1353455,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1353456,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1353457,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1353458,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1353459,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1353460,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1353461,mep-assembly:1440389:balanced,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1353462,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1353463,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1353464,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1353465,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1353661,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1359587,mep-assembly:1773274:balanced,MEP,L 1,L 1 Takt Zone 14,L 1 Room 206,Air Terminals,,1.0,EA,centroid in room polygon,,1.0
1359632,mep-assembly:1773274:y-long,MEP,L 1,L 1 Takt Zone 14,L 1 Room 206,Flex Ducts,,1.0,EA,centroid in room polygon,,1.0
1359635,mep-assembly:1773274:x-long,MEP,L 1,L 1 Takt Zone 14,L 1 Room 206,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1359636,mep-assembly:1773274:x-long,MEP,L 1,L 1 Takt Zone 14,L 1 Room 206,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1378488,mep-assembly:1440376:y-long,MEP,L 1,L 1 Takt Zone 8,L 1 Room 150,Ducts,,1.0,EA,centroid in room polygon,,1.0
1378489,mep-assembly:1440383:x-long,MEP,L 1,L 1 Takt Zone 16,L 1 Room 157,Duct Fittings,,1.0,EA,nearest centroid fallback,,1.0
1378577,mep-assembly:1440368:y-long,MEP,L 1,L 1 Takt Zone 10,L 1 Room 142,Ducts,,1.0,EA,centroid in room polygon,,1.0
1378578,mep-assembly:1440376:x-long,MEP,L 1,L 1 Takt Zone 8,L 1 Room 150,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1378637,mep-assembly:1773440:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 211,Ducts,,1.0,EA,nearest centroid fallback,,1.0
1378638,mep-assembly:1773440:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 211,Duct Fittings,,1.0,EA,nearest centroid fallback,,1.0
1379468,mep-assembly:1440376:x-long,MEP,L 1,L 1 Takt Zone 8,L 1 Room 150,Ducts,,1.0,EA,centroid in room polygon,,1.0
1379469,mep-assembly:1440376:y-long,MEP,L 1,L 1 Takt Zone 8,L 1 Room 150,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1380013,mep-assembly:1773267:y-long,MEP,L 1,L 1 Takt Zone 13,L 1 Room 199,Ducts,,1.0,EA,nearest centroid fallback,,1.0
1380014,mep-assembly:1773267:y-long,MEP,L 1,L 1 Takt Zone 13,L 1 Room 199,Duct Fittings,,1.0,EA,nearest centroid fallback,,1.0
1380287,mep-assembly:1773267:y-long,MEP,L 1,L 1 Takt Zone 13,L 1 Room 199,Ducts,,1.0,EA,nearest centroid fallback,,1.0
1380288,mep-assembly:1773267:y-long,MEP,L 1,L 1 Takt Zone 13,L 1 Room 199,Duct Fittings,,1.0,EA,nearest centroid fallback,,1.0
1249262,1249262,Interior Walls,L 1,L 1 Takt Zone 1,L 1 Room 169,Walls,,1.0,EA,nearest centroid fallback,,1.0
1249262,1249262,Interior Finishes,L 1,L 1 Takt Zone 1,L 1 Room 169,Walls,,111.0,SF,nearest centroid fallback,,1.0
1249295,1249295,Interior Walls,L 1,L 1 Takt Zone 2,L 1 Room 170,Walls,,1.0,EA,nearest centroid fallback,,1.0
1249295,1249295,Interior Finishes,L 1,L 1 Takt Zone 2,L 1 Room 170,Walls,,111.0,SF,nearest centroid fallback,,1.0
1249332,1249332,Interior Walls,L 1,L 1 Takt Zone 2,L 1 Room 170,Walls,,1.0,EA,nearest centroid fallback,,1.0
1249332,1249332,Interior Finishes,L 1,L 1 Takt Zone 2,L 1 Room 170,Walls,,111.0,SF,nearest centroid fallback,,1.0
1249372,1249372,Interior Walls,L 1,L 1 Takt Zone 3,L 1 Room 172,Walls,,1.0,EA,nearest centroid fallback,,1.0
1249372,1249372,Interior Finishes,L 1,L 1 Takt Zone 3,L 1 Room 172,Walls,,119.0,SF,nearest centroid fallback,,1.0
1249405,1249405,Interior Walls,L 1,L 1 Takt Zone 3,L 1 Room 173,Walls,,1.0,EA,nearest centroid fallback,,1.0
1249405,1249405,Interior Finishes,L 1,L 1 Takt Zone 3,L 1 Room 173,Walls,,107.0,SF,nearest centroid fallback,,1.0
1249438,1249438,Interior Walls,L 1,L 1 Takt Zone 3,L 1 Room 173,Walls,,1.0,EA,nearest centroid fallback,,1.0
1249438,1249438,Interior Finishes,L 1,L 1 Takt Zone 3,L 1 Room 173,Walls,,111.0,SF,nearest centroid fallback,,1.0
1249463,1249463,Interior Walls,L 1,L 1 Takt Zone 4,L 1 Room 175,Walls,,1.0,EA,nearest centroid fallback,,1.0
1249463,1249463,Interior Finishes,L 1,L 1 Takt Zone 4,L 1 Room 175,Walls,,111.0,SF,nearest centroid fallback,,1.0
1249493,1249493,Interior Walls,L 1,L 1 Takt Zone 5,L 1 Room 176,Walls,,1.0,EA,nearest centroid fallback,,1.0
1249493,1249493,Interior Finishes,L 1,L 1 Takt Zone 5,L 1 Room 176,Walls,,111.0,SF,nearest centroid fallback,,1.0
1249530,1249530,Interior Walls,L 1,L 1 Takt Zone 5,L 1 Room 176,Walls,,1.0,EA,nearest centroid fallback,,1.0
1249530,1249530,Interior Finishes,L 1,L 1 Takt Zone 5,L 1 Room 176,Walls,,111.0,SF,nearest centroid fallback,,1.0
1249558,1249558,Interior Walls,L 1,L 1 Takt Zone 5,L 1 Room 177,Walls,,1.0,EA,nearest centroid fallback,,1.0
1249558,1249558,Interior Finishes,L 1,L 1 Takt Zone 5,L 1 Room 177,Walls,,111.0,SF,nearest centroid fallback,,1.0
1249706,1249706,Interior Walls,L 1,L 1 Takt Zone 6,L 1 Room 180,Walls,,1.0,EA,nearest centroid fallback,,1.0
1249706,1249706,Interior Finishes,L 1,L 1 Takt Zone 6,L 1 Room 180,Walls,,111.0,SF,nearest centroid fallback,,1.0
1249741,1249741,Interior Walls,L 1,L 1 Takt Zone 6,L 1 Room 180,Walls,,1.0,EA,nearest centroid fallback,,1.0
1249741,1249741,Interior Finishes,L 1,L 1 Takt Zone 6,L 1 Room 180,Walls,,111.0,SF,nearest centroid fallback,,1.0
1249986,1249986,Interior Walls,L 1,L 1 Takt Zone 14,L 1 Room 155,Walls,,1.0,EA,nearest centroid fallback,,1.0
1249986,1249986,Interior Finishes,L 1,L 1 Takt Zone 14,L 1 Room 155,Walls,,109.0,SF,nearest centroid fallback,,1.0
1250022,1250022,Interior Walls,L 1,L 1 Takt Zone 14,L 1 Room 155,Walls,,1.0,EA,nearest centroid fallback,,1.0
1250022,1250022,Interior Finishes,L 1,L 1 Takt Zone 14,L 1 Room 155,Walls,,109.0,SF,nearest centroid fallback,,1.0
1250048,1250048,Interior Walls,L 1,L 1 Takt Zone 16,L 1 Room 157,Walls,,1.0,EA,nearest centroid fallback,,1.0
1250048,1250048,Interior Finishes,L 1,L 1 Takt Zone 16,L 1 Room 157,Walls,,95.0,SF,nearest centroid fallback,,1.0
1250076,1250076,Interior Walls,L 1,L 1 Takt Zone 16,L 1 Room 157,Walls,,1.0,EA,nearest centroid fallback,,1.0
1250076,1250076,Interior Finishes,L 1,L 1 Takt Zone 16,L 1 Room 157,Walls,,109.0,SF,nearest centroid fallback,,1.0
1250100,1250100,Interior Walls,L 1,L 1 Takt Zone 15,L 1 Room 158,Walls,,1.0,EA,nearest centroid fallback,,1.0
1250100,1250100,Interior Finishes,L 1,L 1 Takt Zone 15,L 1 Room 158,Walls,,109.0,SF,nearest centroid fallback,,1.0
1250193,1250193,Interior Walls,L 1,L 1 Takt Zone 15,L 1 Room 159,Walls,,1.0,EA,nearest centroid fallback,,1.0
1250193,1250193,Interior Finishes,L 1,L 1 Takt Zone 15,L 1 Room 159,Walls,,95.0,SF,nearest centroid fallback,,1.0
1250299,1250299,Interior Walls,L 1,L 1 Takt Zone 7,L 1 Room 202,Walls,,1.0,EA,nearest centroid fallback,,1.0
1250299,1250299,Interior Finishes,L 1,L 1 Takt Zone 7,L 1 Room 202,Walls,,119.0,SF,nearest centroid fallback,,1.0
1286603,1286603,Interior Walls,L 1,L 1 Takt Zone 9,L 1 Room 162,Walls,,1.0,EA,nearest centroid fallback,,1.0
1286603,1286603,Interior Finishes,L 1,L 1 Takt Zone 9,L 1 Room 162,Walls,,206.0,SF,nearest centroid fallback,,1.0
1286681,1286681,Interior Walls,L 1,L 1 Takt Zone 9,L 1 Room 146,Walls,,1.0,EA,nearest centroid fallback,,1.0
1286681,1286681,Interior Finishes,L 1,L 1 Takt Zone 9,L 1 Room 146,Walls,,245.0,SF,nearest centroid fallback,,1.0
1324711,1324711,Interior Walls,L 1,L 1 Takt Zone 8,L 1 Room 201,Walls,,1.0,EA,nearest centroid fallback,,1.0
1324711,1324711,Interior Finishes,L 1,L 1 Takt Zone 8,L 1 Room 201,Walls,,117.0,SF,nearest centroid fallback,,1.0
1355120,1355120,Interior Walls,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,1.0,EA,centroid in room polygon,,1.0
1355120,1355120,Interior Finishes,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,61.0,SF,centroid in room polygon,,1.0
1368267,1368267,Interior Walls,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,1.0,EA,nearest centroid fallback,,1.0
1368267,1368267,Interior Finishes,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,26.0,SF,nearest centroid fallback,,1.0
1370173,1370173,Doors,L 1,L 1 Takt Zone 8,L 1 Room 150,Doors,,1.0,EA,centroid in room polygon,,1.0
1378909,1378909,Interior Walls,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,1.0,EA,centroid in room polygon,,1.0
1378909,1378909,Interior Finishes,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,122.0,SF,centroid in room polygon,,1.0
1379108,1379108,Interior Walls,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,1.0,EA,centroid in room polygon,,1.0
1379108,1379108,Interior Finishes,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,96.0,SF,centroid in room polygon,,1.0
1379153,1379153,Interior Walls,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,1.0,EA,centroid in room polygon,,1.0
1379153,1379153,Interior Finishes,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,96.0,SF,centroid in room polygon,,1.0
1379178,1379178,Interior Walls,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,1.0,EA,centroid in room polygon,,1.0
1379178,1379178,Interior Finishes,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,96.0,SF,centroid in room polygon,,1.0
1379208,1379208,Interior Walls,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,1.0,EA,centroid in room polygon,,1.0
1379208,1379208,Interior Finishes,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,96.0,SF,centroid in room polygon,,1.0
1382126,1382126,Doors,L 1,L 1 Takt Zone 10,L 1 Room 143,Doors,,1.0,EA,room parameter,,1.0
1523748,1523748,Interior Walls,L 1,L 1 Takt Zone 9,L 1 Room 162,Walls,,1.0,EA,nearest centroid fallback,,1.0
1523748,1523748,Interior Finishes,L 1,L 1 Takt Zone 9,L 1 Room 162,Walls,,82.0,SF,nearest centroid fallback,,1.0
1525073,1525073,Interior Walls,L 1,L 1 Takt Zone 7,L 1 Room 202,Walls,,1.0,EA,nearest centroid fallback,,1.0
1525073,1525073,Interior Finishes,L 1,L 1 Takt Zone 7,L 1 Room 202,Walls,,58.0,SF,nearest centroid fallback,,1.0
1525501,1525501,Interior Walls,L 1,L 1 Takt Zone 8,L 1 Room 201,Walls,,1.0,EA,nearest centroid fallback,,1.0
1525501,1525501,Interior Finishes,L 1,L 1 Takt Zone 8,L 1 Room 201,Walls,,139.0,SF,nearest centroid fallback,,1.0
1525525,mep-assembly:1440376:y-long,MEP,L 1,L 1 Takt Zone 8,L 1 Room 150,Plumbing Fixtures,,1.0,EA,centroid in room polygon,,1.0
1525831,1525831,Interior Walls,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,1.0,EA,centroid in room polygon,,1.0
1525831,1525831,Interior Finishes,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,13.0,SF,centroid in room polygon,,1.0
1620235,1620235,Interior Walls,L 1,L 1 Takt Zone 9,L 1 Room 146,Walls,,1.0,EA,nearest centroid fallback,,1.0
1620235,1620235,Interior Finishes,L 1,L 1 Takt Zone 9,L 1 Room 146,Walls,,140.0,SF,nearest centroid fallback,,1.0
1620731,1620731,Doors,L 1,L 1 Takt Zone 8,L 1 Room 150,Doors,,1.0,EA,nearest centroid fallback,,1.0
1620862,1620862,Interior Walls,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,1.0,EA,centroid in room polygon,,1.0
1620862,1620862,Interior Finishes,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,36.0,SF,centroid in room polygon,,1.0
1621985,1621985,Doors,L 1,L 1 Takt Zone 8,L 1 Room 150,Doors,,1.0,EA,centroid in room polygon,,1.0
1622176,1622176,Doors,L 1,L 1 Takt Zone 8,L 1 Room 201,Doors,,1.0,EA,room parameter,,1.0
1623960,1623960,Interior Walls,L 1,L 1 Takt Zone 14,L 1 Room 206,Walls,,1.0,EA,nearest centroid fallback,,1.0
1623960,1623960,Interior Finishes,L 1,L 1 Takt Zone 14,L 1 Room 206,Walls,,82.0,SF,nearest centroid fallback,,1.0
1623987,1623987,Doors,L 1,L 1 Takt Zone 14,L 1 Room 206,Doors,,1.0,EA,room parameter,,1.0
1626925,1626925,Interior Walls,L 1,L 1 Takt Zone 13,L 1 Room 154,Walls,,1.0,EA,nearest centroid fallback,,1.0
1626925,1626925,Interior Finishes,L 1,L 1 Takt Zone 13,L 1 Room 154,Walls,,94.0,SF,nearest centroid fallback,,1.0
1638894,1638894,Doors,L 1,L 1 Takt Zone 14,L 1 Room 155,Doors,,1.0,EA,room parameter,,1.0
1639005,1639005,Doors,L 1,L 1 Takt Zone 13,L 1 Room 154,Doors,,1.0,EA,room parameter,,1.0
1639147,1639147,Doors,L 1,L 1 Takt Zone 16,L 1 Room 156,Doors,,1.0,EA,room parameter,,1.0
1639263,1639263,Doors,L 1,L 1 Takt Zone 16,L 1 Room 157,Doors,,1.0,EA,room parameter,,1.0
1639393,1639393,Doors,L 1,L 1 Takt Zone 15,L 1 Room 158,Doors,,1.0,EA,room parameter,,1.0
1639481,1639481,Doors,L 1,L 1 Takt Zone 15,L 1 Room 159,Doors,,1.0,EA,room parameter,,1.0
1639557,1639557,Doors,L 1,L 1 Takt Zone 9,L 1 Room 162,Doors,,1.0,EA,room parameter,,1.0
1639771,1639771,Doors,L 1,L 1 Takt Zone 1,L 1 Room 168,Doors,,1.0,EA,room parameter,,1.0
1639971,1639971,Doors,L 1,L 1 Takt Zone 1,L 1 Room 169,Doors,,1.0,EA,room parameter,,1.0
1640110,1640110,Doors,L 1,L 1 Takt Zone 2,L 1 Room 170,Doors,,1.0,EA,room parameter,,1.0
1640219,1640219,Doors,L 1,L 1 Takt Zone 2,L 1 Room 171,Doors,,1.0,EA,room parameter,,1.0
1640274,1640274,Doors,L 1,L 1 Takt Zone 3,L 1 Room 172,Doors,,1.0,EA,room parameter,,1.0
1640355,1640355,Doors,L 1,L 1 Takt Zone 3,L 1 Room 173,Doors,,1.0,EA,room parameter,,1.0
1640448,1640448,Doors,L 1,L 1 Takt Zone 4,L 1 Room 174,Doors,,1.0,EA,room parameter,,1.0
1640515,1640515,Doors,L 1,L 1 Takt Zone 4,L 1 Room 175,Doors,,1.0,EA,room parameter,,1.0
1640568,1640568,Doors,L 1,L 1 Takt Zone 5,L 1 Room 176,Doors,,1.0,EA,room parameter,,1.0
1640633,1640633,Doors,L 1,L 1 Takt Zone 5,L 1 Room 177,Doors,,1.0,EA,room parameter,,1.0
1640700,1640700,Doors,L 1,L 1 Takt Zone 6,L 1 Room 178,Doors,,1.0,EA,room parameter,,1.0
1640771,1640771,Doors,L 1,L 1 Takt Zone 6,L 1 Room 180,Doors,,1.0,EA,room parameter,,1.0
1640840,1640840,Doors,L 1,L 1 Takt Zone 7,L 1 Room 179,Doors,,1.0,EA,room parameter,,1.0
1640909,1640909,Doors,L 1,L 1 Takt Zone 7,L 1 Room 202,Doors,,1.0,EA,room parameter,,1.0
1722046,1722046,Doors,L 1,L 1 Takt Zone 1,L 1 Room 168,Doors,,1.0,EA,nearest centroid fallback,,1.0
1722264,1722264,Interior Walls,L 1,L 1 Takt Zone 9,L 1 Room 146,Walls,,1.0,EA,centroid in room polygon,,1.0
1722264,1722264,Interior Finishes,L 1,L 1 Takt Zone 9,L 1 Room 146,Walls,,105.0,SF,centroid in room polygon,,1.0
1722311,1722311,Doors,L 1,L 1 Takt Zone 9,L 1 Room 146,Doors,,1.0,EA,room parameter,,1.0
1885961,1885961,Interior Walls,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,1.0,EA,centroid in room polygon,,1.0
1885961,1885961,Interior Finishes,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,26.0,SF,centroid in room polygon,,1.0
1886099,1886099,Doors,L 1,L 1 Takt Zone 11,L 1 Room 210,Doors,,1.0,EA,room parameter,,1.0
1886283,1886283,Interior Walls,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,1.0,EA,centroid in room polygon,,1.0
1886283,1886283,Interior Finishes,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,26.0,SF,centroid in room polygon,,1.0
1886328,1886328,Doors,L 1,L 1 Takt Zone 11,L 1 Room 145,Doors,,1.0,EA,room parameter,,1.0
1886661,1886661,Interior Walls,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,1.0,EA,centroid in room polygon,,1.0
1886661,1886661,Interior Finishes,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,26.0,SF,centroid in room polygon,,1.0
1886687,1886687,Doors,L 1,L 1 Takt Zone 10,L 1 Room 142,Doors,,1.0,EA,room parameter,,1.0
1886856,1886856,Interior Walls,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,1.0,EA,centroid in room polygon,,1.0
1886856,1886856,Interior Finishes,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,26.0,SF,centroid in room polygon,,1.0
1886885,1886885,Doors,L 1,L 1 Takt Zone 8,L 1 Room 150,Doors,,1.0,EA,centroid in room polygon,,1.0
1887063,1887063,Interior Walls,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,1.0,EA,centroid in room polygon,,1.0
1887063,1887063,Interior Finishes,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,10.0,SF,centroid in room polygon,,1.0
1887103,1887103,Interior Walls,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,1.0,EA,centroid in room polygon,,1.0
1887103,1887103,Interior Finishes,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,10.0,SF,centroid in room polygon,,1.0
1887145,1887145,Interior Walls,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,1.0,EA,centroid in room polygon,,1.0
1887145,1887145,Interior Finishes,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,10.0,SF,centroid in room polygon,,1.0
1887184,1887184,Interior Walls,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,1.0,EA,centroid in room polygon,,1.0
1887184,1887184,Interior Finishes,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,10.0,SF,centroid in room polygon,,1.0
1900934,1900934,Ceiling,L 1,L 1 Takt Zone 12,L 1 Room 163,Ceilings,,1.0,EA,room parameter,,1.0
1927220,1927220,Interior Walls,L 1,L 1 Takt Zone 12,L 1 Room 163,Walls,,1.0,EA,nearest centroid fallback,,1.0
1927220,1927220,Interior Finishes,L 1,L 1 Takt Zone 12,L 1 Room 163,Walls,,43.0,SF,nearest centroid fallback,,1.0
1928004,1928004,Interior Walls,L 1,L 1 Takt Zone 12,L 1 Room 163,Walls,,1.0,EA,nearest centroid fallback,,1.0
1928004,1928004,Interior Finishes,L 1,L 1 Takt Zone 12,L 1 Room 163,Walls,,46.0,SF,nearest centroid fallback,,1.0
1928698,1928698,Interior Walls,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,1.0,EA,centroid in room polygon,,1.0
1928698,1928698,Interior Finishes,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,35.0,SF,centroid in room polygon,,1.0
1928796,1928796,Interior Walls,L 1,L 1 Takt Zone 10,L 1 Room 142,Walls,,1.0,EA,centroid in room polygon,,1.0
1928796,1928796,Interior Finishes,L 1,L 1 Takt Zone 10,L 1 Room 142,Walls,,36.0,SF,centroid in room polygon,,1.0
1928910,1928910,Interior Walls,L 1,L 1 Takt Zone 10,L 1 Room 143,Walls,,1.0,EA,centroid in room polygon,,1.0
1928910,1928910,Interior Finishes,L 1,L 1 Takt Zone 10,L 1 Room 143,Walls,,35.0,SF,centroid in room polygon,,1.0
1929003,1929003,Interior Walls,L 1,L 1 Takt Zone 11,L 1 Room 145,Walls,,1.0,EA,centroid in room polygon,,1.0
1929003,1929003,Interior Finishes,L 1,L 1 Takt Zone 11,L 1 Room 145,Walls,,35.0,SF,centroid in room polygon,,1.0
1929094,1929094,Interior Walls,L 1,L 1 Takt Zone 11,L 1 Room 210,Walls,,1.0,EA,centroid in room polygon,,1.0
1929094,1929094,Interior Finishes,L 1,L 1 Takt Zone 11,L 1 Room 210,Walls,,43.0,SF,centroid in room polygon,,1.0
1939985,1939985,Doors,L 1,L 1 Takt Zone 8,L 1 Room 150,Doors,,1.0,EA,centroid in room polygon,,1.0
1952046,1952046,Interior Walls,L 1,L 1 Takt Zone 9,L 1 Room 146,Walls,,1.0,EA,centroid in room polygon,,1.0
1952046,1952046,Interior Finishes,L 1,L 1 Takt Zone 9,L 1 Room 146,Walls,,19.0,SF,centroid in room polygon,,1.0
1952186,1952186,Interior Walls,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,1.0,EA,centroid in room polygon,,1.0
1952186,1952186,Interior Finishes,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,4.0,SF,centroid in room polygon,,1.0
1993594,1993594,Interior Walls,L 1,L 1 Takt Zone 8,L 1 Room 201,Walls,,1.0,EA,nearest centroid fallback,,1.0
1993594,1993594,Interior Finishes,L 1,L 1 Takt Zone 8,L 1 Room 201,Walls,,6.0,SF,nearest centroid fallback,,1.0
1994221,1994221,Interior Walls,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,1.0,EA,centroid in room polygon,,1.0
1994221,1994221,Interior Finishes,L 1,L 1 Takt Zone 8,L 1 Room 150,Walls,,10.0,SF,centroid in room polygon,,1.0
