element_id,grouped_element_key,task,level,takt_zone_id,allocation_room,source_category,source_original_category,quantity,quantity_unit,allocation_method,split_from_element_id,split_share
1290900,mep-assembly:1440406:y-long,MEP,L 1,L 1 Takt Zone 6,L 1 Room 180,Air Terminals,,1.0,EA,centroid in room polygon,,1.0
1290901,mep-assembly:1440406:x-long,MEP,L 1,L 1 Takt Zone 6,L 1 Room 180,Ducts,,1.0,EA,centroid in room polygon,,1.0
1290902,mep-assembly:1440406:y-long,MEP,L 1,L 1 Takt Zone 6,L 1 Room 180,Ducts,,1.0,EA,centroid in room polygon,,1.0
1290903,mep-assembly:1440406:balanced,MEP,L 1,L 1 Takt Zone 6,L 1 Room 180,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1290908,mep-assembly:1440406:x-long,MEP,L 1,L 1 Takt Zone 6,L 1 Room 180,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1290917,mep-assembly:1440405:y-long,MEP,L 1,L 1 Takt Zone 7,L 1 Room 179,Air Terminals,,1.0,EA,centroid in room polygon,,1.0
1290918,mep-assembly:1440405:x-long,MEP,L 1,L 1 Takt Zone 7,L 1 Room 179,Ducts,,1.0,EA,centroid in room polygon,,1.0
1290919,mep-assembly:1440405:y-long,MEP,L 1,L 1 Takt Zone 7,L 1 Room 179,Ducts,,1.0,EA,centroid in room polygon,,1.0
1290920,mep-assembly:1440405:x-long,MEP,L 1,L 1 Takt Zone 7,L 1 Room 179,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1290925,mep-assembly:1440405:x-long,MEP,L 1,L 1 Takt Zone 7,L 1 Room 179,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1290934,mep-assembly:1773270:y-long,MEP,L 1,L 1 Takt Zone 7,L 1 Room 202,Air Terminals,,1.0,EA,centroid in room polygon,,1.0
1290935,mep-assembly:1773270:x-long,MEP,L 1,L 1 Takt Zone 7,L 1 Room 202,Ducts,,1.0,EA,centroid in room polygon,,1.0
1290936,mep-assembly:1773270:y-long,MEP,L 1,L 1 Takt Zone 7,L 1 Room 202,Ducts,,1.0,EA,centroid in room polygon,,1.0
1290942,mep-assembly:1773270:x-long,MEP,L 1,L 1 Takt Zone 7,L 1 Room 202,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291005,mep-assembly:1773270:x-long,MEP,L 1,L 1 Takt Zone 7,L 1 Room 202,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291203,mep-assembly:1440394:y-long,MEP,L 1,L 1 Takt Zone 1,L 1 Room 168,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291207,mep-assembly:1440395:y-long,MEP,L 1,L 1 Takt Zone 1,L 1 Room 169,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291208,mep-assembly:1440395:y-long,MEP,L 1,L 1 Takt Zone 1,L 1 Room 169,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291211,mep-assembly:1440396:y-long,MEP,L 1,L 1 Takt Zone 2,L 1 Room 170,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291212,mep-assembly:1440396:y-long,MEP,L 1,L 1 Takt Zone 2,L 1 Room 170,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291214,mep-assembly:1440397:y-long,MEP,L 1,L 1 Takt Zone 2,L 1 Room 171,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291218,mep-assembly:1440398:y-long,MEP,L 1,L 1 Takt Zone 3,L 1 Room 172,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291221,mep-assembly:1440399:y-long,MEP,L 1,L 1 Takt Zone 3,L 1 Room 173,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291222,mep-assembly:1440399:y-long,MEP,L 1,L 1 Takt Zone 3,L 1 Room 173,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291225,mep-assembly:1440400:y-long,MEP,L 1,L 1 Takt Zone 4,L 1 Room 174,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291226,mep-assembly:1440400:y-long,MEP,L 1,L 1 Takt Zone 4,L 1 Room 174,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291229,mep-assembly:1440401:y-long,MEP,L 1,L 1 Takt Zone 4,L 1 Room 175,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291230,mep-assembly:1440401:y-long,MEP,L 1,L 1 Takt Zone 4,L 1 Room 175,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291233,mep-assembly:1440402:y-long,MEP,L 1,L 1 Takt Zone 5,L 1 Room 176,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291234,mep-assembly:1440402:y-long,MEP,L 1,L 1 Takt Zone 5,L 1 Room 176,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291237,mep-assembly:1440403:y-long,MEP,L 1,L 1 Takt Zone 5,L 1 Room 177,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291238,mep-assembly:1440403:y-long,MEP,L 1,L 1 Takt Zone 5,L 1 Room 177,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291243,mep-assembly:1440404:y-long,MEP,L 1,L 1 Takt Zone 6,L 1 Room 178,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291244,mep-assembly:1440404:x-long,MEP,L 1,L 1 Takt Zone 6,L 1 Room 178,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291248,mep-assembly:1440406:y-long,MEP,L 1,L 1 Takt Zone 6,L 1 Room 180,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291249,mep-assembly:1440406:x-long,MEP,L 1,L 1 Takt Zone 6,L 1 Room 180,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291252,mep-assembly:1440405:y-long,MEP,L 1,L 1 Takt Zone 7,L 1 Room 179,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291253,mep-assembly:1440405:x-long,MEP,L 1,L 1 Takt Zone 7,L 1 Room 179,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291415,mep-assembly:1440372:x-long,MEP,L 1,L 1 Takt Zone 9,L 1 Room 146,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291416,mep-assembly:1440372:x-long,MEP,L 1,L 1 Takt Zone 9,L 1 Room 146,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291519,mep-assembly:1440394:balanced,MEP,L 1,L 1 Takt Zone 1,L 1 Room 168,Ducts,,1.0,EA,centroid in room polygon,,1.0
1291520,mep-assembly:1440394:y-long,MEP,L 1,L 1 Takt Zone 1,L 1 Room 168,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291521,mep-assembly:1440394:x-long,MEP,L 1,L 1 Takt Zone 1,L 1 Room 168,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291526,mep-assembly:1440394:x-long,MEP,L 1,L 1 Takt Zone 1,L 1 Room 168,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1291922,mep-assembly:1440388:y-long,MEP,L 1,L 1 Takt Zone 9,L 1 Room 162,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1292033,mep-assembly:1440385:y-long,MEP,L 1,L 1 Takt Zone 15,L 1 Room 159,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1292034,mep-assembly:1440385:x-long,MEP,L 1,L 1 Takt Zone 15,L 1 Room 159,Ducts,,1.0,EA,centroid in room polygon,,1.0
1292037,mep-assembly:1440385:y-long,MEP,L 1,L 1 Takt Zone 15,L 1 Room 159,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1292065,mep-assembly:1440385:x-long,MEP,L 1,L 1 Takt Zone 15,L 1 Room 159,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1292130,mep-assembly:1440383:x-long,MEP,L 1,L 1 Takt Zone 16,L 1 Room 157,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1292131,mep-assembly:1440383:y-long,MEP,L 1,L 1 Takt Zone 16,L 1 Room 157,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1292321,mep-assembly:1440385:y-long,MEP,L 1,L 1 Takt Zone 15,L 1 Room 159,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1292322,mep-assembly:1440384:y-long,MEP,L 1,L 1 Takt Zone 15,L 1 Room 158,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1292351,mep-assembly:1440384:y-long,MEP,L 1,L 1 Takt Zone 15,L 1 Room 158,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1292352,mep-assembly:1440384:x-long,MEP,L 1,L 1 Takt Zone 15,L 1 Room 158,Ducts,,1.0,EA,centroid in room polygon,,1.0
1292355,mep-assembly:1440384:y-long,MEP,L 1,L 1 Takt Zone 15,L 1 Room 158,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1292433,mep-assembly:1440384:x-long,MEP,L 1,L 1 Takt Zone 15,L 1 Room 158,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1292440,mep-assembly:1440388:y-long,MEP,L 1,L 1 Takt Zone 9,L 1 Room 162,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1292441,mep-assembly:1440385:y-long,MEP,L 1,L 1 Takt Zone 15,L 1 Room 159,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1292719,mep-assembly:1440383:y-long,MEP,L 1,L 1 Takt Zone 16,L 1 Room 157,Ducts,,1.0,EA,centroid in room polygon,,1.0
1292726,mep-assembly:1440384:y-long,MEP,L 1,L 1 Takt Zone 15,L 1 Room 158,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1292954,mep-assembly:1440383:x-long,MEP,L 1,L 1 Takt Zone 16,L 1 Room 157,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1292988,mep-assembly:1440388:x-long,MEP,L 1,L 1 Takt Zone 9,L 1 Room 162,Ducts,,1.0,EA,centroid in room polygon,,1.0
1292989,mep-assembly:1440388:y-long,MEP,L 1,L 1 Takt Zone 9,L 1 Room 162,Ducts,,1.0,EA,centroid in room polygon,,1.0
1292990,mep-assembly:1440388:x-long,MEP,L 1,L 1 Takt Zone 9,L 1 Room 162,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1292991,mep-assembly:1440388:y-long,MEP,L 1,L 1 Takt Zone 9,L 1 Room 162,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1292993,mep-assembly:1440388:x-long,MEP,L 1,L 1 Takt Zone 9,L 1 Room 162,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1292999,mep-assembly:1440388:y-long,MEP,L 1,L 1 Takt Zone 9,L 1 Room 162,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1293077,mep-assembly:1440383:y-long,MEP,L 1,L 1 Takt Zone 16,L 1 Room 157,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1293123,mep-assembly:1440383:x-long,MEP,L 1,L 1 Takt Zone 16,L 1 Room 157,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1293124,mep-assembly:1440384:y-long,MEP,L 1,L 1 Takt Zone 15,L 1 Room 158,Ducts,,1.0,EA,centroid in room polygon,,1.0
1293125,mep-assembly:1440384:y-long,MEP,L 1,L 1 Takt Zone 15,L 1 Room 158,Duct Fittings,,1.0,EA,nearest centroid fallback,,1.0
1293127,mep-assembly:1440383:y-long,MEP,L 1,L 1 Takt Zone 16,L 1 Room 157,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1293139,mep-assembly:1440376:x-long,MEP,L 1,L 1 Takt Zone 8,L 1 Room 150,Air Terminals,,1.0,EA,centroid in room polygon,,1.0
1293149,mep-assembly:1440368:x-long,MEP,L 1,L 1 Takt Zone 10,L 1 Room 142,Air Terminals,,1.0,EA,centroid in room polygon,,1.0
1293156,mep-assembly:1440369:x-long,MEP,L 1,L 1 Takt Zone 10,L 1 Room 143,Air Terminals,,1.0,EA,centroid in room polygon,,1.0
1293161,mep-assembly:1440371:x-long,MEP,L 1,L 1 Takt Zone 11,L 1 Room 145,Air Terminals,,1.0,EA,centroid in room polygon,,1.0
1293166,mep-assembly:1773278:x-long,MEP,L 1,L 1 Takt Zone 11,L 1 Room 210,Air Terminals,,1.0,EA,centroid in room polygon,,1.0
1293239,mep-assembly:1440376:balanced,MEP,L 1,L 1 Takt Zone 8,L 1 Room 150,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1293240,mep-assembly:1440376:x-long,MEP,L 1,L 1 Takt Zone 8,L 1 Room 150,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1293242,mep-assembly:1440368:x-long,MEP,L 1,L 1 Takt Zone 10,L 1 Room 142,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1293281,mep-assembly:1440368:x-long,MEP,L 1,L 1 Takt Zone 10,L 1 Room 142,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1293315,mep-assembly:1440369:y-long,MEP,L 1,L 1 Takt Zone 10,L 1 Room 143,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1293316,mep-assembly:1440369:x-long,MEP,L 1,L 1 Takt Zone 10,L 1 Room 143,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1293359,mep-assembly:1773278:balanced,MEP,L 1,L 1 Takt Zone 11,L 1 Room 210,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1293360,mep-assembly:1773278:x-long,MEP,L 1,L 1 Takt Zone 11,L 1 Room 210,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1293366,mep-assembly:1440371:y-long,MEP,L 1,L 1 Takt Zone 11,L 1 Room 145,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1293367,mep-assembly:1440371:x-long,MEP,L 1,L 1 Takt Zone 11,L 1 Room 145,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1293448,mep-assembly:1440376:balanced,MEP,L 1,L 1 Takt Zone 8,L 1 Room 150,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1293449,mep-assembly:1440372:y-long,MEP,L 1,L 1 Takt Zone 9,L 1 Room 146,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1293488,mep-assembly:1440376:balanced,MEP,L 1,L 1 Takt Zone 8,L 1 Room 150,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1293529,mep-assembly:1440376:y-long,MEP,L 1,L 1 Takt Zone 8,L 1 Room 150,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1293530,mep-assembly:1440376:x-long,MEP,L 1,L 1 Takt Zone 8,L 1 Room 150,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1295637,mep-assembly:1773267:y-long,MEP,L 1,L 1 Takt Zone 13,L 1 Room 199,Ducts,,1.0,EA,nearest centroid fallback,,1.0
1295824,mep-assembly:1773267:y-long,MEP,L 1,L 1 Takt Zone 13,L 1 Room 199,Duct Fittings,,1.0,EA,nearest centroid fallback,,1.0
1295832,mep-assembly:1773267:y-long,MEP,L 1,L 1 Takt Zone 13,L 1 Room 199,Ducts,,1.0,EA,nearest centroid fallback,,1.0
1295839,mep-assembly:1773267:x-long,MEP,L 1,L 1 Takt Zone 13,L 1 Room 199,Ducts,,1.0,EA,nearest centroid fallback,,1.0
1295874,mep-assembly:1773267:y-long,MEP,L 1,L 1 Takt Zone 13,L 1 Room 199,Duct Fittings,,1.0,EA,nearest centroid fallback,,1.0
1295940,mep-assembly:1773267:y-long,MEP,L 1,L 1 Takt Zone 13,L 1 Room 199,Ducts,,1.0,EA,nearest centroid fallback,,1.0
1295957,mep-assembly:1773267:y-long,MEP,L 1,L 1 Takt Zone 13,L 1 Room 199,Duct Fittings,,1.0,EA,nearest centroid fallback,,1.0
1296347,mep-assembly:1773267:balanced,MEP,L 1,L 1 Takt Zone 13,L 1 Room 199,Duct Fittings,,1.0,EA,nearest centroid fallback,,1.0
1296539,mep-assembly:1773267:y-long,MEP,L 1,L 1 Takt Zone 13,L 1 Room 199,Duct Fittings,,1.0,EA,nearest centroid fallback,,1.0
1296581,mep-assembly:1440376:x-long,MEP,L 1,L 1 Takt Zone 8,L 1 Room 150,Ducts,,1.0,EA,centroid in room polygon,,1.0
1296675,mep-assembly:1773267:x-long,MEP,L 1,L 1 Takt Zone 13,L 1 Room 199,Ducts,,1.0,EA,nearest centroid fallback,,1.0
1296687,mep-assembly:1773267:y-long,MEP,L 1,L 1 Takt Zone 13,L 1 Room 199,Duct Fittings,,1.0,EA,nearest centroid fallback,,1.0
1296688,mep-assembly:1773267:y-long,MEP,L 1,L 1 Takt Zone 13,L 1 Room 199,Duct Fittings,,1.0,EA,nearest centroid fallback,,1.0
1296890,mep-assembly:1773267:y-long,MEP,L 1,L 1 Takt Zone 13,L 1 Room 199,Duct Fittings,,1.0,EA,nearest centroid fallback,,1.0
1296959,mep-assembly:1440376:y-long,MEP,L 1,L 1 Takt Zone 8,L 1 Room 150,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1341425,mep-assembly:1440398:y-long,MEP,L 1,L 1 Takt Zone 3,L 1 Room 172,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1341426,mep-assembly:1440399:y-long,MEP,L 1,L 1 Takt Zone 3,L 1 Room 173,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1341465,mep-assembly:1440394:y-long,MEP,L 1,L 1 Takt Zone 1,L 1 Room 168,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1341466,mep-assembly:1440394:y-long,MEP,L 1,L 1 Takt Zone 1,L 1 Room 168,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1341485,mep-assembly:1440394:y-long,MEP,L 1,L 1 Takt Zone 1,L 1 Room 168,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1341486,mep-assembly:1440395:y-long,MEP,L 1,L 1 Takt Zone 1,L 1 Room 169,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1341931,mep-assembly:1440376:x-long,MEP,L 1,L 1 Takt Zone 8,L 1 Room 150,Air Terminals,,1.0,EA,centroid in room polygon,,1.0
1343222,mep-assembly:1773267:x-long,MEP,L 1,L 1 Takt Zone 13,L 1 Room 199,Ducts,,1.0,EA,nearest centroid fallback,,1.0
1349479,mep-assembly:1773440:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 211,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1349507,mep-assembly:1773274:balanced,MEP,L 1,L 1 Takt Zone 14,L 1 Room 206,Ducts,,1.0,EA,nearest centroid fallback,,1.0
1349517,mep-assembly:1773274:x-long,MEP,L 1,L 1 Takt Zone 14,L 1 Room 206,Duct Fittings,,1.0,EA,nearest centroid fallback,,1.0
1349543,mep-assembly:1773274:x-long,MEP,L 1,L 1 Takt Zone 14,L 1 Room 206,Ducts,,1.0,EA,centroid in room polygon,,1.0
1349553,mep-assembly:1773274:x-long,MEP,L 1,L 1 Takt Zone 14,L 1 Room 206,Duct Fittings,,1.0,EA,nearest centroid fallback,,1.0
1349575,mep-assembly:1773440:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 211,Flex Ducts,,1.0,EA,nearest centroid fallback,,1.0
1349578,mep-assembly:1773440:balanced,MEP,L 1,L 1 Takt Zone 12,L 1 Room 211,Duct Fittings,,1.0,EA,nearest centroid fallback,,1.0
1350359,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Flex Ducts,,1.0,EA,centroid in room polygon,,1.0
1350362,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1350363,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1350365,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Flex Ducts,,1.0,EA,centroid in room polygon,,1.0
1350368,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1350369,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1350371,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Flex Ducts,,1.0,EA,centroid in room polygon,,1.0
1350374,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1350375,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1350396,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Flex Ducts,,1.0,EA,centroid in room polygon,,1.0
1350399,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1350400,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1350402,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Flex Ducts,,1.0,EA,centroid in room polygon,,1.0
1350405,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1350406,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1350408,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Flex Ducts,,1.0,EA,centroid in room polygon,,1.0
1350411,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1350412,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1350538,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Ducts,,1.0,EA,centroid in room polygon,,1.0
1350592,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1351648,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1351839,mep-assembly:1773267:y-long,MEP,L 1,L 1 Takt Zone 13,L 1 Room 199,Ducts,,1.0,EA,nearest centroid fallback,,1.0
1351844,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Ducts,,1.0,EA,centroid in room polygon,,1.0
1352005,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1352091,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Ducts,,1.0,EA,centroid in room polygon,,1.0
1352222,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1352228,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1352229,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1352343,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1352344,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1352416,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Ducts,,1.0,EA,centroid in room polygon,,1.0
1352460,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Ducts,,1.0,EA,centroid in room polygon,,1.0
1352464,mep-assembly:1440389:balanced,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1352465,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1352466,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1352549,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1352550,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Ducts,,1.0,EA,centroid in room polygon,,1.0
1352636,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1352756,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Flex Ducts,,1.0,EA,centroid in room polygon,,1.0
1352759,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1352760,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1352763,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Ducts,,1.0,EA,centroid in room polygon,,1.0
1352770,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1352803,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Ducts,,1.0,EA,centroid in room polygon,,1.0
1352813,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1352814,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Ducts,,1.0,EA,centroid in room polygon,,1.0
1352953,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1352955,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Flex Ducts,,1.0,EA,centroid in room polygon,,1.0
1352958,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1352959,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1352962,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Flex Ducts,,1.0,EA,centroid in room polygon,,1.0
1352965,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1352966,mep-assembly:1440389:x-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Duct Fittings,,1.0,EA,centroid in room polygon,,1.0
1353013,mep-assembly:1440389:y-long,MEP,L 1,L 1 Takt Zone 12,L 1 Room 163,Air Terminals,,1.0,EA,centroid in room polygon,,1.0
