ElementId,Category,Family,Type,Level,Mark,System Name,System Type,Service Type,Classification,Size,Diameter,Width,Height,Length,Area,Volume,Material,Weight,Unit Weight,Insulation Thickness,Lining Thickness,Airflow,Flow,Pressure Drop,Cooling Capacity,Heating Capacity,Power,Voltage,Current,Apparent Load,Connected Load,Connector Count,Connector Flow,Connector Demand,Connector Max Diameter (in),Connector Max Width (in),Connector Max Height (in),Location Type,Position X (ft),Position Y (ft),Position Z (ft),Start X (ft),Start Y (ft),Start Z (ft),End X (ft),End Y (ft),End Z (ft),Rotation (deg),Bounding Box Min X (ft),Bounding Box Min Y (ft),Bounding Box Min Z (ft),Bounding Box Max X (ft),Bounding Box Max Y (ft),Bounding Box Max Z (ft),Bounding Box Center X (ft),Bounding Box Center Y (ft),Bounding Box Center Z (ft),Comments,Parameter Snapshot
1082486,Air Terminals,Supply Diffuser,8x8 Connection 4,L 1,,Mechanical Supply Air 4,Supply Air,,,"4""x4""",,"4""","4""",,1 SF,0.09 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,4,4,Point,2.048,159.012,24,,,,,,,0,0.948,157.912,24,3.148,160.112,24.333,2.048,159.012,24.167,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=4"" | Duct Width=4"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=4""x4"" | Volume=0.09 CF | Width 1=0' - 5 3/16"""
1082649,Air Terminals,Supply Diffuser,8x8 Connection 4,L 1,,Mechanical Supply Air 4,Supply Air,,,"4""x4""",,"4""","4""",,1 SF,0.09 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,4,4,Point,2.055,152.874,24,,,,,,,0,0.955,151.774,24,3.155,153.974,24.333,2.055,152.874,24.167,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=4"" | Duct Width=4"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=4""x4"" | Volume=0.09 CF | Width 1=0' - 5 3/16"""
1082712,Air Terminals,Supply Diffuser,8x8 Connection 4,L 1,,Mechanical Supply Air 4,Supply Air,,,"4""x4""",,"4""","4""",,1 SF,0.09 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,4,4,Point,2.048,165.083,24,,,,,,,0,0.948,163.983,24,3.148,166.183,24.333,2.048,165.083,24.167,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=4"" | Duct Width=4"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=4""x4"" | Volume=0.09 CF | Width 1=0' - 5 3/16"""
1082897,Air Terminals,Supply Diffuser,8x8 Connection 4,L 1,,Mechanical Supply Air 4,Supply Air,,,"4""x4""",,"4""","4""",,1 SF,0.09 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,4,4,Point,2.048,171.646,24,,,,,,,0,0.948,170.546,24,3.148,172.746,24.333,2.048,171.646,24.167,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=4"" | Duct Width=4"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=4""x4"" | Volume=0.09 CF | Width 1=0' - 5 3/16"""
1083126,Air Terminals,Supply Diffuser,8x8 Connection 4,L 1,,Mechanical Supply Air 4,Supply Air,,,"4""x4""",,"4""","4""",,1 SF,0.09 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,4,4,Point,20.18,156.58,24,,,,,,,0,19.08,155.48,24,21.28,157.68,24.333,20.18,156.58,24.167,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=4"" | Duct Width=4"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=4""x4"" | Volume=0.09 CF | Width 1=0' - 5 3/16"""
1084400,Air Terminals,Supply Diffuser,8x8 Connection 4,L 1,,Mechanical Supply Air 4,Supply Air,,,"4""x4""",,"4""","4""",,1 SF,0.09 CF,,,,,,20 m³/h,20 m³/h,0.06 in-wg,,,,,,,,1,0.196,,,4,4,Point,22.895,179.146,24.5,,,,,,,0,21.795,178.046,24.5,23.995,180.246,24.833,22.895,179.146,24.667,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=4"" | Duct Width=4"" | Flow=20 m³/h | Pressure Drop=0.06 in-wg | Size=4""x4"" | Volume=0.09 CF | Width 1=0' - 5 3/16"""
1085785,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 4,Supply Air,,,"9""x10""",,"9""","10""","20' - 2 13/16""",64 SF,,,,,"0""","0""",420 m³/h,420 m³/h,0.01 in-wg,,,,,,,,2,8.24,,,9,10,Curve,-0.071,142.549,25.708,-0.071,152.666,25.708,-0.071,132.432,25.708,,-0.446,132.432,25.292,0.304,152.666,26.125,-0.071,142.549,25.708,,"Additional Flow=0 m³/h | Area=64 SF | Flow=420 m³/h | Free Size=9""x10"" | Height=10"" | Hydraulic Diameter=9"" | Insulation Thickness=0"" | Length=20' - 2 13/16"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=10' - 3 1/2"" | Lower End Top of Insulation Elevation=11' - 1 1/2"" | Overall Size=9""x10"" | Pressure Drop=0.01 in-wg | Size=9""x10"" | Size Lock=False | Upper End Bottom of Insulation Elevation=10' - 3 1/2"" | Upper End Top of Insulation Elevation=11' - 1 1/2"" | Velocity Pressure=0.01 in-wg | Width=9"""
1087051,Duct Fittings,Rectangular Tee,Standard,L 1,,Mechanical Supply Air 4,Supply Air,,,"11""x12""-11""x12""-5""x12""",,,"12""","11""x12""-11""x12""-4 1/2""x12""",,0.53 CF,,,,"0""","0""",,,8baf7d75-8b9b-46d0-b8ce-3ad1c19e6b19,,,,,,,,3,10.398,,,11,12,Point,-0.071,154.552,25.708,,,,,,,90,-0.529,154.281,25.208,0.471,154.822,26.208,-0.029,154.552,25.708,,"Duct Height=12"" | Duct Length 1=3"" | Duct Length 3=7"" | Duct Width 1=11"" | Duct Width 3=5"" | Free Size=11""x12""-11""x12""-4 1/2""x12"" | Insulation Thickness=0"" | Length1a=2"" | Length3a=6"" | Lining Thickness=0"" | Overall Size=11""x12""-11""x12""-4 1/2""x12"" | Size=11""x12""-11""x12""-5""x12"" | Volume=0.53 CF"
1087052,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 4,Supply Air,,,"11""x12""",,"11""","12""","3' - 10 9/16""",15 SF,,,,,"0""","0""",530 m³/h,530 m³/h,0.00 in-wg,,,,,,,,2,10.398,,,11,12,Curve,-0.071,156.763,25.708,-0.071,158.703,25.708,-0.071,154.822,25.708,,-0.529,154.822,25.208,0.388,158.703,26.208,-0.071,156.763,25.708,,"Additional Flow=0 m³/h | Area=15 SF | Flow=530 m³/h | Free Size=11""x12"" | Height=12"" | Hydraulic Diameter=11"" | Insulation Thickness=0"" | Length=3' - 10 9/16"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=10' - 2 1/2"" | Lower End Top of Insulation Elevation=11' - 2 1/2"" | Overall Size=11""x12"" | Pressure Drop=0.00 in-wg | Size=11""x12"" | Size Lock=False | Upper End Bottom of Insulation Elevation=10' - 2 1/2"" | Upper End Top of Insulation Elevation=11' - 2 1/2"" | Velocity Pressure=0.01 in-wg | Width=11"""
1087152,Duct Fittings,Rectangular Tee,Standard,L 1,,Mechanical Supply Air 4,Supply Air,,,"5""x5""-5""x5""-3""x5""",,,"5""","4 1/2""x4 1/2""-4 1/2""x4 1/2""-3""x4 1/2""",,0.07 CF,,,,"0""","0""",,,8baf7d75-8b9b-46d0-b8ce-3ad1c19e6b19,,,,,,,,3,1.57,,,4.5,4.5,Point,20.215,154.552,24.7,,,,,,,180,20.007,154.364,24.513,20.423,154.822,24.888,20.215,154.593,24.7,,"Duct Height=5"" | Duct Length 1=3"" | Duct Length 3=3"" | Duct Width 1=5"" | Duct Width 3=3"" | Free Size=4 1/2""x4 1/2""-4 1/2""x4 1/2""-3""x4 1/2"" | Insulation Thickness=0"" | Length1a=2"" | Length3a=2"" | Lining Thickness=0"" | Overall Size=4 1/2""x4 1/2""-4 1/2""x4 1/2""-3""x4 1/2"" | Size=5""x5""-5""x5""-3""x5"" | Volume=0.07 CF"
1087153,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 4,Supply Air,,,"5""x5""",,"5""","5""","6' - 0 5/32""",9 SF,,,,,"0""","0""",80 m³/h,80 m³/h,0.00 in-wg,,,,,,,,2,1.57,,,4.5,4.5,Curve,4.233,154.552,25.708,1.226,154.552,25.708,7.24,154.552,25.708,,1.226,154.364,25.521,7.24,154.739,25.896,4.233,154.552,25.708,,"Additional Flow=0 m³/h | Area=9 SF | Flow=80 m³/h | Free Size=4 1/2""x4 1/2"" | Height=5"" | Hydraulic Diameter=5"" | Insulation Thickness=0"" | Length=6' - 0 5/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=10' - 6 1/4"" | Lower End Top of Insulation Elevation=10' - 10 3/4"" | Overall Size=4 1/2""x4 1/2"" | Pressure Drop=0.00 in-wg | Size=5""x5"" | Size Lock=False | Upper End Bottom of Insulation Elevation=10' - 6 1/4"" | Upper End Top of Insulation Elevation=10' - 10 3/4"" | Velocity Pressure=0.01 in-wg | Width=5"""
1087171,Flex Ducts,,Flex - Round,L 0,,Mechanical Supply Air 4,Supply Air,,,"3""ø","3""",,,"1' - 9 7/16""",,,,,,"0""","0""",30 m³/h,30 m³/h,0.00 in-wg,,,,,,,,2,0.589,,3,,,Curve,20.198,155.777,24.567,20.215,154.973,24.7,20.18,156.58,24.434,,20.055,154.967,24.434,20.34,156.705,24.896,20.198,155.836,24.665,,"Additional Flow=0 m³/h | Diameter=3"" | Flow=30 m³/h | Free Size=3""ø | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=1' - 9 7/16"" | Lining Thickness=0"" | Overall Size=3""ø | Pressure Drop=0.00 in-wg | Size Lock=False | Velocity Pressure=0.01 in-wg"
1087184,Duct Fittings,Rectangular Tee,Standard,L 1,,Mechanical Supply Air 4,Supply Air,,,"9""x10""-9""x10""-3""x10""",,,"10""","9""x10""-9""x10""-3""x10""",,0.28 CF,,,,"0""","0""",,,8baf7d75-8b9b-46d0-b8ce-3ad1c19e6b19,,,,,,,,3,8.829,,,9,10,Point,-0.071,152.874,25.708,,,,,,,90,-0.446,152.666,25.292,0.388,153.083,26.125,-0.029,152.874,25.708,,"Duct Height=10"" | Duct Length 1=3"" | Duct Length 3=6"" | Duct Width 1=9"" | Duct Width 3=3"" | Free Size=9""x10""-9""x10""-3""x10"" | Insulation Thickness=0"" | Length1a=2"" | Length3a=5"" | Lining Thickness=0"" | Overall Size=9""x10""-9""x10""-3""x10"" | Size=9""x10""-9""x10""-3""x10"" | Volume=0.28 CF"
1087185,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 4,Supply Air,,,"11""x11""",,"11""","11""","0' - 10 3/4""",3 SF,,,,,"0""","0""",450 m³/h,450 m³/h,0.00 in-wg,,,,,,,,2,8.829,,,11,11,Curve,-0.071,153.732,25.708,-0.071,154.18,25.708,-0.071,153.284,25.708,,-0.529,153.284,25.25,0.388,154.18,26.167,-0.071,153.732,25.708,,"Additional Flow=0 m³/h | Area=3 SF | Flow=450 m³/h | Free Size=11""x11"" | Height=11"" | Hydraulic Diameter=11"" | Insulation Thickness=0"" | Length=0' - 10 3/4"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=10' - 3"" | Lower End Top of Insulation Elevation=11' - 2"" | Overall Size=11""x11"" | Pressure Drop=0.00 in-wg | Size=11""x11"" | Size Lock=False | Upper End Bottom of Insulation Elevation=10' - 3"" | Upper End Top of Insulation Elevation=11' - 2"" | Velocity Pressure=0.01 in-wg | Width=11"""
1087207,Duct Fittings,Rectangular Tee,Standard,L 1,,Mechanical Supply Air 4,Supply Air,,,"12""x12""-12""x12""-3""x12""",,,"12""","12""x12""-12""x12""-3""x12""",,0.44 CF,,,,"0""","0""",,,8baf7d75-8b9b-46d0-b8ce-3ad1c19e6b19,,,,,,,,3,10.987,,,12,12,Point,-0.071,159.012,25.708,,,,,,,90,-0.571,158.803,25.208,0.513,159.22,26.208,-0.029,159.012,25.708,,"Duct Height=12"" | Duct Length 1=3"" | Duct Length 3=7"" | Duct Width 1=12"" | Duct Width 3=3"" | Free Size=12""x12""-12""x12""-3""x12"" | Insulation Thickness=0"" | Length1a=2"" | Length3a=6"" | Lining Thickness=0"" | Overall Size=12""x12""-12""x12""-3""x12"" | Size=12""x12""-12""x12""-3""x12"" | Volume=0.44 CF"
1087208,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 4,Supply Air,,,"12""x12""",,"12""","12""","5' - 7 27/32""",23 SF,,,,,"0""","0""",560 m³/h,560 m³/h,0.00 in-wg,,,,,,,,2,10.987,,,12,12,Curve,-0.071,162.047,25.708,-0.071,164.874,25.708,-0.071,159.22,25.708,,-0.571,159.22,25.208,0.429,164.874,26.208,-0.071,162.047,25.708,,"Additional Flow=0 m³/h | Area=23 SF | Flow=560 m³/h | Free Size=12""x12"" | Height=12"" | Hydraulic Diameter=12"" | Insulation Thickness=0"" | Length=5' - 7 27/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=10' - 2 1/2"" | Lower End Top of Insulation Elevation=11' - 2 1/2"" | Overall Size=12""x12"" | Pressure Drop=0.00 in-wg | Size=12""x12"" | Size Lock=False | Upper End Bottom of Insulation Elevation=10' - 2 1/2"" | Upper End Top of Insulation Elevation=11' - 2 1/2"" | Velocity Pressure=0.01 in-wg | Width=12"""
1087222,Duct Fittings,Rectangular Tee,Standard,L 1,,Mechanical Supply Air 4,Supply Air,,,"12""x12""-12""x12""-3""x12""",,,"12""","12""x12""-12""x12""-3""x12""",,0.44 CF,,,,"0""","0""",,,8baf7d75-8b9b-46d0-b8ce-3ad1c19e6b19,,,,,,,,3,11.575,,,12,12,Point,-0.071,165.083,25.708,,,,,,,90,-0.571,164.874,25.208,0.513,165.291,26.208,-0.029,165.083,25.708,,"Duct Height=12"" | Duct Length 1=3"" | Duct Length 3=7"" | Duct Width 1=12"" | Duct Width 3=3"" | Free Size=12""x12""-12""x12""-3""x12"" | Insulation Thickness=0"" | Length1a=2"" | Length3a=6"" | Lining Thickness=0"" | Overall Size=12""x12""-12""x12""-3""x12"" | Size=12""x12""-12""x12""-3""x12"" | Volume=0.44 CF"
1087223,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 4,Supply Air,,,"12""x12""",,"12""","12""","6' - 0 9/16""",24 SF,,,,,"0""","0""",590 m³/h,590 m³/h,0.00 in-wg,,,,,,,,2,11.575,,,12,12,Curve,-0.071,168.314,25.708,-0.071,171.337,25.708,-0.071,165.291,25.708,,-0.571,165.291,25.208,0.429,171.337,26.208,-0.071,168.314,25.708,,"Additional Flow=0 m³/h | Area=24 SF | Flow=590 m³/h | Free Size=12""x12"" | Height=12"" | Hydraulic Diameter=12"" | Insulation Thickness=0"" | Length=6' - 0 9/16"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=10' - 2 1/2"" | Lower End Top of Insulation Elevation=11' - 2 1/2"" | Overall Size=12""x12"" | Pressure Drop=0.00 in-wg | Size=12""x12"" | Size Lock=False | Upper End Bottom of Insulation Elevation=10' - 2 1/2"" | Upper End Top of Insulation Elevation=11' - 2 1/2"" | Velocity Pressure=0.01 in-wg | Width=12"""
1087237,Duct Fittings,Rectangular Tee,Standard,L 1,,Mechanical Supply Air 4,Supply Air,,,"12""x13""-12""x13""-3""x13""",,,"13""","12""x13""-12""x13""-3""x13""",,0.47 CF,,,,"0""","0""",,,8baf7d75-8b9b-46d0-b8ce-3ad1c19e6b19,,,,,,,,3,12.164,,,12,13,Point,-0.071,171.646,25.708,,,,,,,90,-0.571,171.437,25.167,0.513,171.854,26.25,-0.029,171.646,25.708,,"Duct Height=13"" | Duct Length 1=3"" | Duct Length 3=7"" | Duct Width 1=12"" | Duct Width 3=3"" | Free Size=12""x13""-12""x13""-3""x13"" | Insulation Thickness=0"" | Length1a=2"" | Length3a=6"" | Lining Thickness=0"" | Overall Size=12""x13""-12""x13""-3""x13"" | Size=12""x13""-12""x13""-3""x13"" | Volume=0.47 CF"
1087238,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 4,Supply Air,,,"12""x13""",,"12""","13""","7' - 1""",30 SF,,,,,"0""","0""",620 m³/h,620 m³/h,0.00 in-wg,,,,,,,,2,12.164,,,12,13,Curve,-0.071,175.396,25.708,-0.071,178.937,25.708,-0.071,171.854,25.708,,-0.571,171.854,25.167,0.429,178.937,26.25,-0.071,175.396,25.708,,"Additional Flow=0 m³/h | Area=30 SF | Flow=620 m³/h | Free Size=12""x13"" | Height=13"" | Hydraulic Diameter=12"" | Insulation Thickness=0"" | Length=7' - 1"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=10' - 2"" | Lower End Top of Insulation Elevation=11' - 3"" | Overall Size=12""x13"" | Pressure Drop=0.00 in-wg | Size=12""x13"" | Size Lock=False | Upper End Bottom of Insulation Elevation=10' - 2"" | Upper End Top of Insulation Elevation=11' - 3"" | Velocity Pressure=0.01 in-wg | Width=12"""
1087346,Flex Ducts,,Flex - Round,L 0,,Mechanical Supply Air 4,Supply Air,,,"3""ø","3""",,,"1' - 8 27/32""",,,,,,"0""","0""",30 m³/h,30 m³/h,0.00 in-wg,,,,,,,,2,0.589,,3,,,Curve,1.573,152.874,25.071,1.092,152.874,25.708,2.055,152.874,24.434,,1.092,152.749,24.434,2.18,152.999,25.833,1.636,152.874,25.134,,"Additional Flow=0 m³/h | Diameter=3"" | Flow=30 m³/h | Free Size=3""ø | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=1' - 8 27/32"" | Lining Thickness=0"" | Overall Size=3""ø | Pressure Drop=0.00 in-wg | Size Lock=False | Velocity Pressure=0.01 in-wg"
1087362,Flex Ducts,,Flex - Round,L 0,,Mechanical Supply Air 4,Supply Air,,,"3""ø","3""",,,"1' - 6 19/32""",,,,,,"0""","0""",30 m³/h,30 m³/h,0.00 in-wg,,,,,,,,2,0.589,,3,,,Curve,1.733,159.012,25.071,1.418,159.012,25.708,2.048,159.012,24.434,,1.418,158.887,24.427,2.173,159.137,25.833,1.796,159.012,25.13,,"Additional Flow=0 m³/h | Diameter=3"" | Flow=30 m³/h | Free Size=3""ø | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=1' - 6 19/32"" | Lining Thickness=0"" | Overall Size=3""ø | Pressure Drop=0.00 in-wg | Size Lock=False | Velocity Pressure=0.01 in-wg"
1087378,Flex Ducts,,Flex - Round,L 0,,Mechanical Supply Air 4,Supply Air,,,"3""ø","3""",,,"1' - 6 19/32""",,,,,,"0""","0""",30 m³/h,30 m³/h,0.00 in-wg,,,,,,,,2,0.589,,3,,,Curve,1.733,165.083,25.071,1.418,165.083,25.708,2.048,165.083,24.434,,1.418,164.958,24.427,2.173,165.208,25.833,1.796,165.083,25.13,,"Additional Flow=0 m³/h | Diameter=3"" | Flow=30 m³/h | Free Size=3""ø | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=1' - 6 19/32"" | Lining Thickness=0"" | Overall Size=3""ø | Pressure Drop=0.00 in-wg | Size Lock=False | Velocity Pressure=0.01 in-wg"
1087394,Flex Ducts,,Flex - Round,L 0,,Mechanical Supply Air 4,Supply Air,,,"3""ø","3""",,,"1' - 6 1/16""",,,,,,"0""","0""",30 m³/h,30 m³/h,0.00 in-wg,,,,,,,,2,0.589,,3,,,Curve,1.783,171.646,25.071,1.519,171.646,25.708,2.048,171.646,24.434,,1.519,171.521,24.43,2.173,171.771,25.833,1.846,171.646,25.132,,"Additional Flow=0 m³/h | Diameter=3"" | Flow=30 m³/h | Free Size=3""ø | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=1' - 6 1/16"" | Lining Thickness=0"" | Overall Size=3""ø | Pressure Drop=0.00 in-wg | Size Lock=False | Velocity Pressure=0.01 in-wg"
1087401,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 4,Supply Air,,,"5""x5""",,"5""","5""","1' - 11 5/16""",3 SF,,,,,"0""","0""",0 m³/h,0 m³/h,0.00 in-wg,,,,,,,,2,,,,4.5,4.5,Curve,2.481,184.528,25.708,1.51,184.528,25.708,3.452,184.528,25.708,,1.51,184.341,25.521,3.452,184.716,25.896,2.481,184.528,25.708,,"Additional Flow=0 m³/h | Area=3 SF | Flow=0 m³/h | Free Size=4 1/2""x4 1/2"" | Height=5"" | Hydraulic Diameter=5"" | Insulation Thickness=0"" | Length=1' - 11 5/16"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=10' - 6 1/4"" | Lower End Top of Insulation Elevation=10' - 10 3/4"" | Overall Size=4 1/2""x4 1/2"" | Pressure Drop=0.00 in-wg | Size=5""x5"" | Size Lock=False | Upper End Bottom of Insulation Elevation=10' - 6 1/4"" | Upper End Top of Insulation Elevation=10' - 10 3/4"" | Velocity Pressure=0.00 in-wg | Width=5"""
1087406,Duct Fittings,Rectangular Tee,Standard,L 1,,Mechanical Supply Air 4,Supply Air,,,"13""x14""-13""x14""-5""x14""",,,"14""","13""x14""-13""x14""-4 1/2""x14""",,0.72 CF,,,,"0""","0""",,,8baf7d75-8b9b-46d0-b8ce-3ad1c19e6b19,,,,,,,,3,12.556,,,13,14,Point,-0.071,184.528,25.708,,,,,,,90,-0.612,184.258,25.125,0.554,184.799,26.292,-0.029,184.528,25.708,,"Duct Height=14"" | Duct Length 1=3"" | Duct Length 3=8"" | Duct Width 1=13"" | Duct Width 3=5"" | Free Size=13""x14""-13""x14""-4 1/2""x14"" | Insulation Thickness=0"" | Length1a=2"" | Length3a=7"" | Lining Thickness=0"" | Overall Size=13""x14""-13""x14""-4 1/2""x14"" | Size=13""x14""-13""x14""-5""x14"" | Volume=0.72 CF"
1087407,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 4,Supply Air,,,"13""x14""",,"13""","14""","19' - 8 9/16""",89 SF,,,,,"0""","0""",640 m³/h,640 m³/h,0.00 in-wg,,,,,,,,2,12.556,,,13,14,Curve,-0.071,194.657,25.708,-0.071,184.799,25.708,-0.071,204.514,25.708,,-0.612,184.799,25.125,0.471,204.514,26.292,-0.071,194.657,25.708,,"Additional Flow=0 m³/h | Area=89 SF | Flow=640 m³/h | Free Size=13""x14"" | Height=14"" | Hydraulic Diameter=13"" | Insulation Thickness=0"" | Length=19' - 8 9/16"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=10' - 1 1/2"" | Lower End Top of Insulation Elevation=11' - 3 1/2"" | Overall Size=13""x14"" | Pressure Drop=0.00 in-wg | Size=13""x14"" | Size Lock=False | Upper End Bottom of Insulation Elevation=10' - 1 1/2"" | Upper End Top of Insulation Elevation=11' - 3 1/2"" | Velocity Pressure=0.01 in-wg | Width=13"""
1087426,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 4,Supply Air,,,"3""x3""",,"3""","3""","11' - 3 1/2""",11 SF,,,,,"0""","0""",20 m³/h,20 m³/h,0.00 in-wg,,,,,,,,2,0.392,,,3,3,Curve,15.468,179.146,26.083,9.822,179.146,26.083,21.114,179.146,26.083,,9.822,179.021,25.958,21.114,179.271,26.208,15.468,179.146,26.083,,"Additional Flow=0 m³/h | Area=11 SF | Flow=20 m³/h | Free Size=3""x3"" | Height=3"" | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=11' - 3 1/2"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=10' - 11 1/2"" | Lower End Top of Insulation Elevation=11' - 2 1/2"" | Overall Size=3""x3"" | Pressure Drop=0.00 in-wg | Size=3""x3"" | Size Lock=False | Upper End Bottom of Insulation Elevation=10' - 11 1/2"" | Upper End Top of Insulation Elevation=11' - 2 1/2"" | Velocity Pressure=0.00 in-wg | Width=3"""
1087433,Duct Fittings,Rectangular Tee,Standard,L 1,,Mechanical Supply Air 4,Supply Air,,,"12""x13""-12""x13""-3""x13""",,,"13""","12""x13""-12""x13""-3""x13""",,0.47 CF,,,,"0""","0""",,,8baf7d75-8b9b-46d0-b8ce-3ad1c19e6b19,,,,,,,,3,12.556,,,12,13,Point,-0.071,179.146,25.708,,,,,,,90,-0.571,178.937,25.167,0.513,179.354,26.25,-0.029,179.146,25.708,,"Duct Height=13"" | Duct Length 1=3"" | Duct Length 3=7"" | Duct Width 1=12"" | Duct Width 3=3"" | Free Size=12""x13""-12""x13""-3""x13"" | Insulation Thickness=0"" | Length1a=2"" | Length3a=6"" | Lining Thickness=0"" | Overall Size=12""x13""-12""x13""-3""x13"" | Size=12""x13""-12""x13""-3""x13"" | Volume=0.47 CF"
1087434,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 4,Supply Air,,,"12""x13""",,"12""","13""","4' - 9 5/8""",20 SF,,,,,"0""","0""",640 m³/h,640 m³/h,0.00 in-wg,,,,,,,,2,12.556,,,12,13,Curve,-0.071,181.756,25.708,-0.071,184.157,25.708,-0.071,179.354,25.708,,-0.571,179.354,25.167,0.429,184.157,26.25,-0.071,181.756,25.708,,"Additional Flow=0 m³/h | Area=20 SF | Flow=640 m³/h | Free Size=12""x13"" | Height=13"" | Hydraulic Diameter=12"" | Insulation Thickness=0"" | Length=4' - 9 5/8"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=10' - 2"" | Lower End Top of Insulation Elevation=11' - 3"" | Overall Size=12""x13"" | Pressure Drop=0.00 in-wg | Size=12""x13"" | Size Lock=False | Upper End Bottom of Insulation Elevation=10' - 2"" | Upper End Top of Insulation Elevation=11' - 3"" | Velocity Pressure=0.01 in-wg | Width=12"""
1087453,Ducts,,Mitered Elbows / Tees,L 1,,Mechanical Supply Air 4,Supply Air,,,"14""x14""",,"14""","14""","8' - 5 7/8""",40 SF,,,,,"0""","0""",850 m³/h,850 m³/h,0.00 in-wg,,,,,,,,2,16.676,,,14,14,Curve,28.798,202.934,25.708,28.798,198.689,25.708,28.798,207.179,25.708,,28.215,198.689,25.125,29.382,207.179,26.292,28.798,202.934,25.708,,"Additional Flow=0 m³/h | Area=40 SF | Flow=850 m³/h | Free Size=14""x14"" | Height=14"" | Hydraulic Diameter=14"" | Insulation Thickness=0"" | Length=8' - 5 7/8"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=10' - 1 1/2"" | Lower End Top of Insulation Elevation=11' - 3 1/2"" | Overall Size=14""x14"" | Pressure Drop=0.00 in-wg | Size=14""x14"" | Size Lock=False | Upper End Bottom of Insulation Elevation=10' - 1 1/2"" | Upper End Top of Insulation Elevation=11' - 3 1/2"" | Velocity Pressure=0.01 in-wg | Width=14"""
1088861,Air Terminals,Supply Diffuser,8x8 Connection 4,L 0,,Mechanical Supply Air 4,Supply Air,,,"4""x4""",,"4""","4""",,1 SF,0.09 CF,,,,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,4,4,Point,22.678,179.321,11,,,,,,,0,21.578,178.221,11,23.778,180.421,11.333,22.678,179.321,11.167,,"Area=1 SF | Diffuser Height=0' - 8"" | Diffuser Width=0' - 8"" | Duct Height=4"" | Duct Width=4"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=4""x4"" | Volume=0.09 CF | Width 1=0' - 5 3/16"""
