ElementId,Category,Family,Type,Level,Mark,System Name,System Type,Service Type,Classification,Size,Diameter,Width,Height,Length,Area,Volume,Material,Weight,Unit Weight,Insulation Thickness,Lining Thickness,Airflow,Flow,Pressure Drop,Cooling Capacity,Heating Capacity,Power,Voltage,Current,Apparent Load,Connected Load,Connector Count,Connector Flow,Connector Demand,Connector Max Diameter (in),Connector Max Width (in),Connector Max Height (in),Location Type,Position X (ft),Position Y (ft),Position Z (ft),Start X (ft),Start Y (ft),Start Z (ft),End X (ft),End Y (ft),End Z (ft),Rotation (deg),Bounding Box Min X (ft),Bounding Box Min Y (ft),Bounding Box Min Z (ft),Bounding Box Max X (ft),Bounding Box Max Y (ft),Bounding Box Max Z (ft),Bounding Box Center X (ft),Bounding Box Center Y (ft),Bounding Box Center Z (ft),Comments,Parameter Snapshot
1317281,Mechanical Equipment,71-HC_VRF_HCL_TOSHIBA_TCC_MMF6H_36-56,MMF-AP0366H1-E,L -1,,,,,0,,,,,,50 SF,14.79 CF,Glass; Colour RGB-250 000 000; Colour RGB-255 255 255,,,,,,,,,,,,,,,5,,,0.787,,,Point,38.409,193.696,-15,,,,,,,180,36.424,193.056,-15,40.394,194.342,-9.121,38.409,193.699,-12.06,,"Airflow m3/h High=1920 | Airflow m3/h Low=1380 | Airflow m3/h Mid=1620 | Area=50 SF | Height (mm)=5' - 8 29/32"" | Piping diameter Gas (mm)=0' - 0 5/8"" | Piping diameter Liquid (mm)=0' - 0 3/8"" | Power Consumption W High=135 | Power Consumption W Low=52 | Power Consumption W Mid=84 | Power consumption-Cooling (Kw)=0.135 | Running current-Cooling (A)=0.90 | Running current-Heating (A)=0' - 0"" | Service Area=False | Sound pressure - Cooling (dB) High=51 | Sound pressure - Heating (dB) Low=41 | Sound pressure - Heating (dB) Mid=46 | Starting current (A)=1.26 | Voltage (V)=60Hz 220V | Volume=14.79 CF | Weight (Kg)=62 | Width (mm)=1' - 11 5/8"""
1317437,Ducts,,Mitered Elbows / Tees,L -1,,Mechanical Supply Air 4,Supply Air,,,"3""x3""",,"3""","3""","10' - 6 7/8""",11 SF,,,,,"0""","0""",60 m³/h,60 m³/h,0.03 in-wg,,,,,,,,2,1.177,,,3,3,Curve,58.387,192.854,-1.134,63.673,192.854,-1.134,53.1,192.854,-1.134,,53.1,192.729,-1.259,63.673,192.979,-1.009,58.387,192.854,-1.134,,"Additional Flow=0 m³/h | Area=11 SF | Flow=60 m³/h | Free Size=3""x3"" | Height=3"" | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=10' - 6 7/8"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=13' - 8 7/8"" | Lower End Top of Insulation Elevation=13' - 11 7/8"" | Overall Size=3""x3"" | Pressure Drop=0.03 in-wg | Size=3""x3"" | Size Lock=False | Upper End Bottom of Insulation Elevation=13' - 8 7/8"" | Upper End Top of Insulation Elevation=13' - 11 7/8"" | Velocity Pressure=0.02 in-wg | Width=3"""
1317447,Duct Fittings,Rectangular Transition - Angle,45 Degree,L -1,,Mechanical Supply Air 4,Supply Air,,,"4""x4""-3""x3""",,,,"3 1/2""x3 1/2""-3""x3""",0 SF,0.00 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,2.354,,,3.5,3.5,Point,65.309,192.854,-1.134,,,,,,,180,65.259,192.708,-1.28,65.309,192.999,-0.989,65.284,192.854,-1.134,,"Area=0 SF | Computed Length=1"" | Duct Height 1=4"" | Duct Height 2=3"" | Duct Length=1"" | Duct Width 1=4"" | Duct Width 2=3"" | Free Size=3 1/2""x3 1/2""-3""x3"" | Half Height 1=2"" | Half Height 2=2"" | Half Width 1=2"" | Half Width 2=2"" | HeightDelta=1"" | HeightOffset=120"" | Insulation Thickness=0"" | Length 1=1"" | Length 2=1"" | Lining Thickness=0"" | OffsetHeight=1 3/4"" | OffsetWidth=1 3/4"" | Overall Size=3 1/2""x3 1/2""-3""x3"" | Pressure Drop=0.00 in-wg | Size=4""x4""-3""x3"" | Volume=0.00 CF | WidthDelta=1"" | WidthOffset=120"""
1317448,Ducts,,Mitered Elbows / Tees,L -1,,Mechanical Supply Air 4,Supply Air,,,"3""x3""",,"3""","3""","0' - 5""",0 SF,,,,,"0""","0""",60 m³/h,60 m³/h,0.00 in-wg,,,,,,,,2,1.177,,,3,3,Curve,52.892,193.27,-1.134,52.892,193.062,-1.134,52.892,193.479,-1.134,,52.767,193.062,-1.259,53.017,193.479,-1.009,52.892,193.27,-1.134,,"Additional Flow=0 m³/h | Area=0 SF | Flow=60 m³/h | Free Size=3""x3"" | Height=3"" | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=0' - 5"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=13' - 8 7/8"" | Lower End Top of Insulation Elevation=13' - 11 7/8"" | Overall Size=3""x3"" | Pressure Drop=0.00 in-wg | Size=3""x3"" | Size Lock=False | Upper End Bottom of Insulation Elevation=13' - 8 7/8"" | Upper End Top of Insulation Elevation=13' - 11 7/8"" | Velocity Pressure=0.02 in-wg | Width=3"""
1317455,Duct Fittings,Rectangular Elbow - Mitered,Standard,L -1,,Mechanical Supply Air 4,Supply Air,,,"3""x3""-3""x3""",,"3""","3""","3""x3""-3""x3""",,0.03 CF,,,,"0""","0""",,,0.02 in-wg,,,,,,,,2,1.177,,,3,3,Point,52.892,192.854,-1.134,,,,,,,270,52.767,192.729,-1.259,53.1,193.062,-1.009,52.934,192.895,-1.134,,"Duct Height=3"" | Duct Length 1=3"" | Duct Width=3"" | Free Size=3""x3""-3""x3"" | Insulation Thickness=0"" | Lining Thickness=0"" | Overall Size=3""x3""-3""x3"" | Pressure Drop=0.02 in-wg | Size=3""x3""-3""x3"" | Volume=0.03 CF"
1317509,Air Terminals,Klimatbyr%c3%a5n_Airvent_Netavent_NAPT_RFA_2026_LevelBased,NAPT-160,L -1,,Mechanical Supply Air 4,Supply Air,,,"6""ø",,,,,2 SF,0.08 CF,,,,,,60 m³/h,60 m³/h,,,,,,,,,1,0.589,,6.299,,,Point,43.382,193.687,-3.667,,,,,,,0,42.883,193.188,-3.854,43.88,194.186,-3.667,43.382,193.687,-3.76,,"Area=2 SF | Flow=60 m³/h | MC Boost Flow=0 m³/h | MC Minimum Flow=0 m³/h | MC Normal Flow=0 m³/h | MC Pressure Drop Maximum Value=0.00 in-wg | MC Pressure Drop Minimum Value=0.00 in-wg | MC Weight=0.00 lbm | Size=6""ø | Volume=0.08 CF"
1317584,Ducts,,Mitered Elbows / Tees,L -1,,Mechanical Supply Air 4,Supply Air,,,"3""x3""",,"3""","3""","0' - 7""",1 SF,,,,,"0""","0""",60 m³/h,60 m³/h,0.00 in-wg,,,,,,,,2,1.177,,,3,3,Curve,63.882,193.354,-1.134,63.882,193.645,-1.134,63.882,193.062,-1.134,,63.757,193.062,-1.259,64.007,193.645,-1.009,63.882,193.354,-1.134,,"Additional Flow=0 m³/h | Area=1 SF | Flow=60 m³/h | Free Size=3""x3"" | Height=3"" | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=0' - 7"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=13' - 8 7/8"" | Lower End Top of Insulation Elevation=13' - 11 7/8"" | Overall Size=3""x3"" | Pressure Drop=0.00 in-wg | Size=3""x3"" | Size Lock=False | Upper End Bottom of Insulation Elevation=13' - 8 7/8"" | Upper End Top of Insulation Elevation=13' - 11 7/8"" | Velocity Pressure=0.02 in-wg | Width=3"""
1317593,Duct Fittings,Rectangular Tee,Standard,L -1,,Mechanical Supply Air 4,Supply Air,,,"3""x3""-3""x3""-3""x3""",,,"3""","3""x3""-3""x3""-3""x3""",,0.03 CF,,,,"0""","0""",,,8baf7d75-8b9b-46d0-b8ce-3ad1c19e6b19,,,,,,,,3,2.354,,,3,3,Point,63.882,192.854,-1.134,,,,,,,180,63.673,192.729,-1.259,64.09,193.062,-1.009,63.882,192.895,-1.134,,"Duct Height=3"" | Duct Length 1=3"" | Duct Length 3=3"" | Duct Width 1=3"" | Duct Width 3=3"" | Free Size=3""x3""-3""x3""-3""x3"" | Insulation Thickness=0"" | Length1a=2"" | Length3a=2"" | Lining Thickness=0"" | Overall Size=3""x3""-3""x3""-3""x3"" | Size=3""x3""-3""x3""-3""x3"" | Volume=0.03 CF"
1317594,Ducts,,Mitered Elbows / Tees,L -1,,Mechanical Supply Air 4,Supply Air,,,"3""x3""",,"3""","3""","1' - 2 1/32""",1 SF,,,,,"0""","0""",120 m³/h,120 m³/h,0.01 in-wg,,,,,,,,2,2.354,,,3,3,Curve,64.674,192.854,-1.134,65.259,192.854,-1.134,64.09,192.854,-1.134,,64.09,192.729,-1.259,65.259,192.979,-1.009,64.674,192.854,-1.134,,"Additional Flow=0 m³/h | Area=1 SF | Flow=120 m³/h | Free Size=3""x3"" | Height=3"" | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=1' - 2 1/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=13' - 8 7/8"" | Lower End Top of Insulation Elevation=13' - 11 7/8"" | Overall Size=3""x3"" | Pressure Drop=0.01 in-wg | Size=3""x3"" | Size Lock=False | Upper End Bottom of Insulation Elevation=13' - 8 7/8"" | Upper End Top of Insulation Elevation=13' - 11 7/8"" | Velocity Pressure=0.08 in-wg | Width=3"""
1317604,Ducts,,Mitered Elbows / Tees,L -1,,Mechanical Supply Air 4,Supply Air,,,"3""x3""",,"3""","3""","1' - 11 29/32""",2 SF,,,,,"0""","0""",60 m³/h,60 m³/h,0.00 in-wg,,,,,,,,2,1.177,,,3,3,Curve,63.882,193.854,-2.339,63.882,193.854,-3.335,63.882,193.854,-1.343,,63.757,193.729,-3.335,64.007,193.979,-1.343,63.882,193.854,-2.339,,"Additional Flow=0 m³/h | Area=2 SF | Flow=60 m³/h | Free Size=3""x3"" | Height=3"" | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=1' - 11 29/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=11' - 7 31/32"" | Lower End Top of Insulation Elevation=11' - 7 31/32"" | Overall Size=3""x3"" | Pressure Drop=0.00 in-wg | Size=3""x3"" | Size Lock=False | Upper End Bottom of Insulation Elevation=13' - 7 7/8"" | Upper End Top of Insulation Elevation=13' - 7 7/8"" | Velocity Pressure=0.02 in-wg | Width=3"""
1317605,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L -1,,Mechanical Supply Air 4,Supply Air,,,"6""ø-3""x3""","6""","3""","3""","6 1/4""ø-3""x3""",0 SF,0.05 CF,,,,"0""","0""",,,0.01 in-wg,,,,,,,,2,1.177,,6.299,3,3,Point,63.882,193.854,-3.335,,,,,,,120,63.619,193.591,-3.667,64.144,194.116,-3.335,63.882,193.854,-3.501,,"Area=0 SF | Duct Diameter=6"" | Duct Height=3"" | Duct Radius=3"" | Duct Width=3"" | Free Size=6 1/4""ø-3""x3"" | Insulation Thickness=0"" | Length 1=2"" | Length 2=2"" | Length 3=0"" | Length 4=0"" | Length 5=2"" | Length 6=2"" | Length 7=4"" | Length 8=4"" | Length01=4"" | Lining Thickness=0"" | OffsetHeight=1 1/2"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.010417 | OffsetWidth=1 1/2"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.010417 | Overall Size=6 1/4""ø-3""x3"" | Pressure Drop=0.01 in-wg | Size=6""ø-3""x3"" | Volume=0.05 CF"
1317606,Duct Fittings,Rectangular Elbow - Mitered,Standard,L -1,,Mechanical Supply Air 4,Supply Air,,,"3""x3""-3""x3""",,"3""","3""","3""x3""-3""x3""",,0.03 CF,,,,"0""","0""",,,0.02 in-wg,,,,,,,,2,1.177,,,3,3,Point,63.882,193.854,-1.134,,,,,,,180,63.757,193.645,-1.343,64.007,193.979,-1.009,63.882,193.812,-1.176,,"Duct Height=3"" | Duct Length 1=3"" | Duct Width=3"" | Free Size=3""x3""-3""x3"" | Insulation Thickness=0"" | Lining Thickness=0"" | Overall Size=3""x3""-3""x3"" | Pressure Drop=0.02 in-wg | Size=3""x3""-3""x3"" | Volume=0.03 CF"
1317609,Ducts,,Mitered Elbows / Tees,L -1,,Mechanical Supply Air 4,Supply Air,,,"3""x3""",,"3""","3""","9' - 1 1/8""",9 SF,,,,,"0""","0""",60 m³/h,60 m³/h,0.02 in-wg,,,,,,,,2,1.177,,,3,3,Curve,48.137,193.687,-1.134,43.59,193.687,-1.134,52.684,193.687,-1.134,,43.59,193.562,-1.259,52.684,193.812,-1.009,48.137,193.687,-1.134,,"Additional Flow=0 m³/h | Area=9 SF | Flow=60 m³/h | Free Size=3""x3"" | Height=3"" | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=9' - 1 1/8"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=13' - 8 7/8"" | Lower End Top of Insulation Elevation=13' - 11 7/8"" | Overall Size=3""x3"" | Pressure Drop=0.02 in-wg | Size=3""x3"" | Size Lock=False | Upper End Bottom of Insulation Elevation=13' - 8 7/8"" | Upper End Top of Insulation Elevation=13' - 11 7/8"" | Velocity Pressure=0.02 in-wg | Width=3"""
1317618,Ducts,,Mitered Elbows / Tees,L -1,,Mechanical Supply Air 4,Supply Air,,,"3""x3""",,"3""","3""","1' - 11 29/32""",2 SF,,,,,"0""","0""",60 m³/h,60 m³/h,0.00 in-wg,,,,,,,,2,1.177,,,3,3,Curve,43.382,193.687,-2.339,43.382,193.687,-3.335,43.382,193.687,-1.343,,43.257,193.562,-3.335,43.507,193.812,-1.343,43.382,193.687,-2.339,,"Additional Flow=0 m³/h | Area=2 SF | Flow=60 m³/h | Free Size=3""x3"" | Height=3"" | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=1' - 11 29/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=11' - 7 31/32"" | Lower End Top of Insulation Elevation=11' - 7 31/32"" | Overall Size=3""x3"" | Pressure Drop=0.00 in-wg | Size=3""x3"" | Size Lock=False | Upper End Bottom of Insulation Elevation=13' - 7 7/8"" | Upper End Top of Insulation Elevation=13' - 7 7/8"" | Velocity Pressure=0.02 in-wg | Width=3"""
1317619,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L -1,,Mechanical Supply Air 4,Supply Air,,,"6""ø-3""x3""","6""","3""","3""","6 1/4""ø-3""x3""",0 SF,0.05 CF,,,,"0""","0""",,,0.01 in-wg,,,,,,,,2,1.177,,6.299,3,3,Point,43.382,193.687,-3.335,,,,,,,120,43.119,193.425,-3.667,43.644,193.949,-3.335,43.382,193.687,-3.501,,"Area=0 SF | Duct Diameter=6"" | Duct Height=3"" | Duct Radius=3"" | Duct Width=3"" | Free Size=6 1/4""ø-3""x3"" | Insulation Thickness=0"" | Length 1=2"" | Length 2=2"" | Length 3=0"" | Length 4=0"" | Length 5=2"" | Length 6=2"" | Length 7=4"" | Length 8=4"" | Length01=4"" | Lining Thickness=0"" | OffsetHeight=1 1/2"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.010417 | OffsetWidth=1 1/2"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.010417 | Overall Size=6 1/4""ø-3""x3"" | Pressure Drop=0.01 in-wg | Size=6""ø-3""x3"" | Volume=0.05 CF"
1317620,Duct Fittings,Rectangular Elbow - Mitered,Standard,L -1,,Mechanical Supply Air 4,Supply Air,,,"3""x3""-3""x3""",,"3""","3""","3""x3""-3""x3""",,0.03 CF,,,,"0""","0""",,,0.02 in-wg,,,,,,,,2,1.177,,,3,3,Point,43.382,193.687,-1.134,,,,,,,240,43.257,193.562,-1.343,43.59,193.812,-1.009,43.423,193.687,-1.176,,"Duct Height=3"" | Duct Length 1=3"" | Duct Width=3"" | Free Size=3""x3""-3""x3"" | Insulation Thickness=0"" | Lining Thickness=0"" | Overall Size=3""x3""-3""x3"" | Pressure Drop=0.02 in-wg | Size=3""x3""-3""x3"" | Volume=0.03 CF"
1317623,Duct Fittings,Rectangular Elbow - Mitered,Standard,L -1,,Mechanical Supply Air 4,Supply Air,,,"3""x3""-3""x3""",,"3""","3""","3""x3""-3""x3""",,0.03 CF,,,,"0""","0""",,,0.02 in-wg,,,,,,,,2,1.177,,,3,3,Point,52.892,193.687,-1.134,,,,,,,90,52.684,193.479,-1.259,53.017,193.812,-1.009,52.85,193.645,-1.134,,"Duct Height=3"" | Duct Length 1=3"" | Duct Width=3"" | Free Size=3""x3""-3""x3"" | Insulation Thickness=0"" | Lining Thickness=0"" | Overall Size=3""x3""-3""x3"" | Pressure Drop=0.02 in-wg | Size=3""x3""-3""x3"" | Volume=0.03 CF"
1317728,Ducts,,Mitered Elbows / Tees,L -1,,Mechanical Outdoor Air 2,Outdoor Air,,,"30""x15""",,"30""","15""","11' - 9 23/32""",89 SF,,,,,"0""","0""",0 m³/h,0 m³/h,0.00 in-wg,,,,,,,,2,,,,30,15,Curve,21.422,177.374,33.875,27.327,177.374,33.875,15.517,177.374,33.875,,15.517,176.124,33.25,27.327,178.624,34.5,21.422,177.374,33.875,,"Additional Flow=0 m³/h | Area=89 SF | Flow=0 m³/h | Free Size=30""x15"" | Height=15"" | Hydraulic Diameter=20"" | Insulation Thickness=0"" | Length=11' - 9 23/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=48' - 3"" | Lower End Top of Insulation Elevation=49' - 6"" | Overall Size=30""x15"" | Pressure Drop=0.00 in-wg | Size=30""x15"" | Size Lock=False | Upper End Bottom of Insulation Elevation=48' - 3"" | Upper End Top of Insulation Elevation=49' - 6"" | Velocity Pressure=0.00 in-wg | Width=30"""
1317744,Ducts,,Mitered Elbows / Tees,L -1,,Mechanical Outdoor Air 3,Outdoor Air,,,"30""x15""",,"30""","15""","11' - 9 3/8""",88 SF,,,,,"0""","0""",0 m³/h,0 m³/h,0.00 in-wg,,,,,,,,2,,,,30,15,Curve,21.392,180.414,33.875,27.282,180.414,33.875,15.501,180.414,33.875,,15.501,179.164,33.25,27.282,181.664,34.5,21.392,180.414,33.875,,"Additional Flow=0 m³/h | Area=88 SF | Flow=0 m³/h | Free Size=30""x15"" | Height=15"" | Hydraulic Diameter=20"" | Insulation Thickness=0"" | Length=11' - 9 3/8"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=48' - 3"" | Lower End Top of Insulation Elevation=49' - 6"" | Overall Size=30""x15"" | Pressure Drop=0.00 in-wg | Size=30""x15"" | Size Lock=False | Upper End Bottom of Insulation Elevation=48' - 3"" | Upper End Top of Insulation Elevation=49' - 6"" | Velocity Pressure=0.00 in-wg | Width=30"""
1320028,Air Terminals,Camfil_CamVane_100_RFA_2026_LevelBased,CamVane 100 (800x600),Roof,,Mechanical Outdoor Air 3,Outdoor Air,,,"31""x24""",,,,,4 SF,0.47 CF,,,,,,0 m³/h,0 m³/h,,,,,,,,,1,,,,31.496,23.622,Point,14.634,180.414,33.875,,,,,,,180,14.306,179.102,32.891,14.634,181.727,34.859,14.47,180.414,33.875,,"Area=4 SF | Flow=0 m³/h | MC Pressure Drop Maximum Value=0.00 in-wg | MC Pressure Drop Minimum Value=0.00 in-wg | Size=31""x24"" | Volume=0.47 CF"
1320133,Duct Fittings,Rectangular Elbow - Mitered,Standard,L -1,,Mechanical Outdoor Air 3,Outdoor Air,,,"15""x30""-15""x30""",,"15""","30""","15""x30""-15""x30""",,4.43 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,,,,15,30,Point,27.99,180.414,33.875,,,,,,,120,27.282,179.164,33.167,28.615,181.664,34.5,27.949,180.414,33.833,,"Duct Height=30"" | Duct Length 1=9"" | Duct Width=15"" | Free Size=15""x30""-15""x30"" | Insulation Thickness=0"" | Lining Thickness=0"" | Overall Size=15""x30""-15""x30"" | Pressure Drop=0.00 in-wg | Size=15""x30""-15""x30"" | Volume=4.43 CF"
1320135,Duct Fittings,Rectangular Transition - Angle,45 Degree,L -1,,Mechanical Outdoor Air 3,Outdoor Air,,,"31""x24""-30""x15""",,,,"31 1/2""x23 5/8""-30""x15""",5 SF,3.58 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,,,,31.496,23.622,Point,15.501,180.414,33.875,,,,,,,180,14.634,179.102,32.891,15.501,181.727,34.859,15.067,180.414,33.875,,"Area=5 SF | Computed Length=10"" | Duct Height 1=15"" | Duct Height 2=24"" | Duct Length=10"" | Duct Width 1=30"" | Duct Width 2=31"" | Free Size=31 1/2""x23 5/8""-30""x15"" | Half Height 1=8"" | Half Height 2=12"" | Half Width 1=15"" | Half Width 2=16"" | HeightDelta=9"" | HeightOffset=120"" | Insulation Thickness=0"" | Length 1=10"" | Length 2=2"" | Lining Thickness=0"" | OffsetHeight=7 1/2"" | OffsetWidth=15"" | Overall Size=31 1/2""x23 5/8""-30""x15"" | Pressure Drop=0.00 in-wg | Size=31""x24""-30""x15"" | Volume=3.58 CF | WidthDelta=1"" | WidthOffset=120"""
1320205,Air Terminals,Camfil_CamVane_100_RFA_2026_LevelBased,CamVane 100 (800x600),Roof,,Mechanical Outdoor Air 2,Outdoor Air,,,"31""x24""",,,,,4 SF,0.47 CF,,,,,,0 m³/h,0 m³/h,,,,,,,,,1,,,,31.496,23.622,Point,14.649,177.374,33.875,,,,,,,180,14.321,176.062,32.891,14.649,178.687,34.859,14.485,177.374,33.875,,"Area=4 SF | Flow=0 m³/h | MC Pressure Drop Maximum Value=0.00 in-wg | MC Pressure Drop Minimum Value=0.00 in-wg | Size=31""x24"" | Volume=0.47 CF"
1320250,Duct Fittings,Rectangular Elbow - Mitered,Standard,L -1,,Mechanical Outdoor Air 2,Outdoor Air,,,"15""x30""-15""x30""",,"15""","30""","15""x30""-15""x30""",,4.43 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,,,,15,30,Point,28.035,177.374,33.875,,,,,,,120,27.327,176.124,33.167,28.66,178.624,34.5,27.994,177.374,33.833,,"Duct Height=30"" | Duct Length 1=9"" | Duct Width=15"" | Free Size=15""x30""-15""x30"" | Insulation Thickness=0"" | Lining Thickness=0"" | Overall Size=15""x30""-15""x30"" | Pressure Drop=0.00 in-wg | Size=15""x30""-15""x30"" | Volume=4.43 CF"
1320252,Duct Fittings,Rectangular Transition - Angle,45 Degree,L -1,,Mechanical Outdoor Air 2,Outdoor Air,,,"31""x24""-30""x15""",,,,"31 1/2""x23 5/8""-30""x15""",5 SF,3.58 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,,,,31.496,23.622,Point,15.517,177.374,33.875,,,,,,,180,14.649,176.062,32.891,15.517,178.687,34.859,15.083,177.374,33.875,,"Area=5 SF | Computed Length=10"" | Duct Height 1=15"" | Duct Height 2=24"" | Duct Length=10"" | Duct Width 1=30"" | Duct Width 2=31"" | Free Size=31 1/2""x23 5/8""-30""x15"" | Half Height 1=8"" | Half Height 2=12"" | Half Width 1=15"" | Half Width 2=16"" | HeightDelta=9"" | HeightOffset=120"" | Insulation Thickness=0"" | Length 1=10"" | Length 2=2"" | Lining Thickness=0"" | OffsetHeight=7 1/2"" | OffsetWidth=15"" | Overall Size=31 1/2""x23 5/8""-30""x15"" | Pressure Drop=0.00 in-wg | Size=31""x24""-30""x15"" | Volume=3.58 CF | WidthDelta=1"" | WidthOffset=120"""
1330176,Air Terminals,EKOVENT_EKO-HRK-2_RFA_2026_LevelBased,EKO-HRK-500-2,Roof,,Mechanical Exhaust Air AUH 1,Exhaust Air AUH,,,"20""x20""",,,,,32 SF,1.03 CF,MC_191_191_191_0_50,,,,,0 m³/h,0 m³/h,,,,,,,,,1,,,,19.685,19.685,Point,29.617,177.374,37.787,,,,,,,0,28.304,176.062,37.646,30.929,178.687,38.607,29.617,177.374,38.126,,"Area=32 SF | Flow=0 m³/h | MC Boost Flow=0 m³/h | MC Material2 MAIN_MODEL=MC_0_0_0_0_50 | MC Material3 MAIN_MODEL=MC_191_191_191_0_50 | MC Minimum Flow=0 m³/h | MC Normal Flow=0 m³/h | MC Pressure Drop Maximum Value=0.00 in-wg | MC Pressure Drop Minimum Value=0.00 in-wg | MC Weight=7.72 lbm | Size=20""x20"" | Volume=1.03 CF"
1330247,Ducts,,Mitered Elbows / Tees,Roof,,Mechanical Exhaust Air AUH 1,Exhaust Air AUH,,,"20""x20""",,"20""","20""","1' - 1 7/16""",7 SF,,,,,"0""","0""",0 m³/h,0 m³/h,0.00 in-wg,,,,,,,,2,,,,19.685,19.685,Curve,29.617,177.374,37.226,29.617,177.374,37.787,29.617,177.374,36.666,,28.796,176.554,36.666,30.437,178.195,37.787,29.617,177.374,37.226,,"Additional Flow=0 m³/h | Area=7 SF | Flow=0 m³/h | Free Size=19 5/8""x19 5/8"" | Height=20"" | Hydraulic Diameter=20"" | Insulation Thickness=0"" | Length=1' - 1 7/16"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=6' - 8"" | Lower End Top of Insulation Elevation=6' - 8"" | Overall Size=19 5/8""x19 5/8"" | Pressure Drop=0.00 in-wg | Size=20""x20"" | Size Lock=False | Upper End Bottom of Insulation Elevation=7' - 9 7/16"" | Upper End Top of Insulation Elevation=7' - 9 7/16"" | Velocity Pressure=0.00 in-wg | Width=20"""
1330250,Duct Fittings,Rectangular Elbow - Mitered,Standard,L -1,,Mechanical Exhaust Air AUH 1,Exhaust Air AUH,,,"15""x30""-15""x30""",,"15""","30""","15""x30""-15""x30""",,4.43 CF,,,,"0""","0""",,,8baf7d75-8b9b-46d0-b8ce-3ad1c19e6b19,,,,,,,,2,,,,15,30,Point,29.617,177.374,-13.067,,,,,,,90,28.908,176.124,-13.692,30.242,178.624,-12.358,29.575,177.374,-13.025,,"Duct Height=30"" | Duct Length 1=9"" | Duct Width=15"" | Free Size=15""x30""-15""x30"" | Insulation Thickness=0"" | Lining Thickness=0"" | Overall Size=15""x30""-15""x30"" | Size=15""x30""-15""x30"" | Volume=4.43 CF"
1330252,Duct Fittings,Rectangular Transition - Angle,45 Degree,L -1,,Mechanical Exhaust Air AUH 1,Exhaust Air AUH,,,"30""x15""-20""x20""",,,,"30""x15""-19 5/8""x19 5/8""",4 SF,3.08 CF,,,,"0""","0""",,,0.00 in-wg,,,,,,,,2,,,,30,19.685,Point,29.617,177.374,35.628,,,,,,,180,28.796,176.124,35.628,30.437,178.624,36.666,29.617,177.374,36.147,,"Area=4 SF | Computed Length=12"" | Duct Height 1=15"" | Duct Height 2=20"" | Duct Length=12"" | Duct Width 1=30"" | Duct Width 2=20"" | Free Size=30""x15""-19 5/8""x19 5/8"" | Half Height 1=8"" | Half Height 2=10"" | Half Width 1=15"" | Half Width 2=10"" | HeightDelta=5"" | HeightOffset=120"" | Insulation Thickness=0"" | Length 1=6"" | Length 2=12"" | Lining Thickness=0"" | OffsetHeight=7 1/2"" | OffsetWidth=15"" | Overall Size=30""x15""-19 5/8""x19 5/8"" | Pressure Drop=0.00 in-wg | Size=30""x15""-20""x20"" | Volume=3.08 CF | WidthDelta=10"" | WidthOffset=120"""
