part_id,part_name,catalog_id,category,sub_category,measure_unit,element_count,takeoff_quantity,takeoff_unit,total_area_sf,total_volume_cf,element_ids
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_28_X22_28_X22_12_X22,"MEP Duct Fittings | Rectangular Tee | Standard | 28""x22""-28""x22""-12""x22""",PART-MEP_DUCT_FITTINGS-FA2A5976,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,5.14,1353361
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_30_X15_30_X15_14_X15,"MEP Duct Fittings | Rectangular Tee | Standard | 30""x15""-30""x15""-14""x15""",PART-MEP_DUCT_FITTINGS-56CACDFA,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,4.29,1298269
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_3_X3_3_X3_3_X3,"MEP Duct Fittings | Rectangular Tee | Standard | 3""x3""-3""x3""-3""x3""",PART-MEP_DUCT_FITTINGS-2742C270,Parts,MEP Rough-In,EACH,4,4.0,EACH,0.0,0.12,1231046|1261084|1261333|1317593
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_4_X4_4_X4_3_X4,"MEP Duct Fittings | Rectangular Tee | Standard | 4""x4""-4""x4""-3""x4""",PART-MEP_DUCT_FITTINGS-6DF8FA07,Parts,MEP Rough-In,EACH,3,3.0,EACH,0.0,0.13,1129346|1231028|1290920
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_4_X4_4_X4_4_X4,"MEP Duct Fittings | Rectangular Tee | Standard | 4""x4""-4""x4""-4""x4""",PART-MEP_DUCT_FITTINGS-BC791144,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.05,1156633
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_4_X5_4_X5_3_X5,"MEP Duct Fittings | Rectangular Tee | Standard | 4""x5""-4""x5""-3""x5""",PART-MEP_DUCT_FITTINGS-3B2A8FD1,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.12,1231009|1290903
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_5_X5_5_X5_3_X5,"MEP Duct Fittings | Rectangular Tee | Standard | 5""x5""-5""x5""-3""x5""",PART-MEP_DUCT_FITTINGS-8D1F8B67,Parts,MEP Rough-In,EACH,4,4.0,EACH,0.0,0.3,1087152|1129328|1232734|1290886
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_5_X5_5_X5_4_X5,"MEP Duct Fittings | Rectangular Tee | Standard | 5""x5""-5""x5""-4""x5""",PART-MEP_DUCT_FITTINGS-513DADD1,Parts,MEP Rough-In,EACH,4,4.0,EACH,0.0,0.33,1135740|1149074|1149810|1156617
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_5_X6_5_X6_3_X6,"MEP Duct Fittings | Rectangular Tee | Standard | 5""x6""-5""x6""-3""x6""",PART-MEP_DUCT_FITTINGS-C56EC73B,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.18,1135816|1232704
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_6_X6_6_X6_3_X6,"MEP Duct Fittings | Rectangular Tee | Standard | 6""x6""-6""x6""-3""x6""",PART-MEP_DUCT_FITTINGS-952E6ACE,Parts,MEP Rough-In,EACH,3,3.0,EACH,0.0,0.32,1129310|1290852|1290869
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_6_X6_6_X6_4_X6,"MEP Duct Fittings | Rectangular Tee | Standard | 6""x6""-6""x6""-4""x6""",PART-MEP_DUCT_FITTINGS-C75124CC,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.24,1149056|1149794
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_6_X7_6_X7_3_X7,"MEP Duct Fittings | Rectangular Tee | Standard | 6""x7""-6""x7""-3""x7""",PART-MEP_DUCT_FITTINGS-D6DEAADD,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.25,1129290|1290835
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_6_X7_6_X7_4_X7,"MEP Duct Fittings | Rectangular Tee | Standard | 6""x7""-6""x7""-4""x7""",PART-MEP_DUCT_FITTINGS-F27B755A,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.14,1135673
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_7_X7_7_X7_3_X7,"MEP Duct Fittings | Rectangular Tee | Standard | 7""x7""-7""x7""-3""x7""",PART-MEP_DUCT_FITTINGS-12032D80,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.3,1129265|1290818
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_7_X7_7_X7_4_X7,"MEP Duct Fittings | Rectangular Tee | Standard | 7""x7""-7""x7""-4""x7""",PART-MEP_DUCT_FITTINGS-4A831F3F,Parts,MEP Rough-In,EACH,3,3.0,EACH,0.0,0.51,1149038|1149778|1156599
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_7_X7_7_X7_6_X7,"MEP Duct Fittings | Rectangular Tee | Standard | 7""x7""-7""x7""-6""x7""",PART-MEP_DUCT_FITTINGS-7330ED6A,Parts,MEP Rough-In,EACH,3,3.0,EACH,0.0,0.73,1143085|1152713|1312457
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_7_X8_4_X8_4_X8,"MEP Duct Fittings | Rectangular Tee | Standard | 7""x8""-4""x8""-4""x8""",PART-MEP_DUCT_FITTINGS-A6854F03,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.2,1135602
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_7_X8_7_X8_3_X8,"MEP Duct Fittings | Rectangular Tee | Standard | 7""x8""-7""x8""-3""x8""",PART-MEP_DUCT_FITTINGS-530664DA,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.18,1290801
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_7_X8_7_X8_4_X8,"MEP Duct Fittings | Rectangular Tee | Standard | 7""x8""-7""x8""-4""x8""",PART-MEP_DUCT_FITTINGS-19AC4160,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.38,1149020|1149760
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_8_X8_4_X8_4_X8,"MEP Duct Fittings | Rectangular Tee | Standard | 8""x8""-4""x8""-4""x8""",PART-MEP_DUCT_FITTINGS-343D3F02,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.2,1155983
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_8_X8_8_X8_3_X8,"MEP Duct Fittings | Rectangular Tee | Standard | 8""x8""-8""x8""-3""x8""",PART-MEP_DUCT_FITTINGS-DB17AF94,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.4,1290767|1290784
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_8_X8_8_X8_6_X8,"MEP Duct Fittings | Rectangular Tee | Standard | 8""x8""-8""x8""-6""x8""",PART-MEP_DUCT_FITTINGS-4CCA5B44,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.3,1155457
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_8_X9_6_X9_6_X9,"MEP Duct Fittings | Rectangular Tee | Standard | 8""x9""-6""x9""-6""x9""",PART-MEP_DUCT_FITTINGS-32546B1B,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.7,1145352|1266258
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_8_X9_8_X9_3_X9,"MEP Duct Fittings | Rectangular Tee | Standard | 8""x9""-8""x9""-3""x9""",PART-MEP_DUCT_FITTINGS-B43D564D,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.22,1290750
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_8_X9_8_X9_4_X9,"MEP Duct Fittings | Rectangular Tee | Standard | 8""x9""-8""x9""-4""x9""",PART-MEP_DUCT_FITTINGS-D691652C,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.5,1149002|1149744
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_9_X10_9_X10_3_X10,"MEP Duct Fittings | Rectangular Tee | Standard | 9""x10""-9""x10""-3""x10""",PART-MEP_DUCT_FITTINGS-BC298975,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.28,1087184
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_9_X10_9_X10_7_X10,"MEP Duct Fittings | Rectangular Tee | Standard | 9""x10""-9""x10""-7""x10""",PART-MEP_DUCT_FITTINGS-D5222B56,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.51,1253790
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_9_X9_9_X9_3_X9,"MEP Duct Fittings | Rectangular Tee | Standard | 9""x9""-9""x9""-3""x9""",PART-MEP_DUCT_FITTINGS-150AF220,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.5,1290694|1290720
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_9_X9_9_X9_6_X9,"MEP Duct Fittings | Rectangular Tee | Standard | 9""x9""-9""x9""-6""x9""",PART-MEP_DUCT_FITTINGS-DAE6EEE5,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.82,1143056|1152661
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_12_X13_14_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 12""x13""-14""ø",PART-MEP_DUCT_FITTINGS-D2AC5B6A,Parts,MEP Rough-In,EACH,4,4.0,EACH,4.0,0.92,1353458|1353460|1353462|1353464
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_14_X14_16_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 14""x14""-16""ø",PART-MEP_DUCT_FITTINGS-15E9D764,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.25,1311564
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_14_Ø_12_X12,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 14""ø-12""x12""",PART-MEP_DUCT_FITTINGS-81D37A81,Parts,MEP Rough-In,EACH,4,4.0,EACH,4.0,0.88,1353459|1353461|1353463|1353465
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_3_X10_3_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 3""x10""-3""ø",PART-MEP_DUCT_FITTINGS-006F31DB,Parts,MEP Rough-In,EACH,2,2.0,EACH,2.0,0.18,1291416|1291922
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_3_X12_3_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 3""x12""-3""ø",PART-MEP_DUCT_FITTINGS-6F88A8AE,Parts,MEP Rough-In,EACH,2,2.0,EACH,2.0,0.28,1136706|1136707
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_3_X13_3_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 3""x13""-3""ø",PART-MEP_DUCT_FITTINGS-1A074ED0,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.16,1136709
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_3_X3_3_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 3""x3""-3""ø",PART-MEP_DUCT_FITTINGS-8E494B88,Parts,MEP Rough-In,EACH,41,41.0,EACH,0.0,0.0,1135957|1149838|1149843|1149848|1149853|1149858|1149863|1155159|1231059|1231080|1231107|1231146|1232760|1232761|1232765|1232766|1241494|1261129|1261130|1261134|1261135|1261375|1261376|1261384|1261385|1290710|1290725|1290755|1290772|1290789|1290806|1290823|1290840|1290857|1290874|1290891|1290908|1290925|1290942|1292065|1292433
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_3_X5_3_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 3""x5""-3""ø",PART-MEP_DUCT_FITTINGS-E21975AA,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.01,1136701
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_4_X4_3_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""x4""-3""ø",PART-MEP_DUCT_FITTINGS-2F8044E2,Parts,MEP Rough-In,EACH,26,26.0,EACH,0.0,0.16,1135930|1136702|1149883|1149884|1149885|1149886|1149887|1149888|1155160|1156183|1156184|1156185|1156186|1156749|1156750|1156751|1156752|1156753|1157697|1164746|1203604|1203611|1241495|1290595|1293449|1293529
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_4_X4_4_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""x4""-4""ø",PART-MEP_DUCT_FITTINGS-4E4641FA,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.01,1135959
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_4_X5_4_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""x5""-4""ø",PART-MEP_DUCT_FITTINGS-3418AAA8,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.01,1149343
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_4_X6_4_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""x6""-4""ø",PART-MEP_DUCT_FITTINGS-4FB104AE,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.02,1149341
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_4_X7_4_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""x7""-4""ø",PART-MEP_DUCT_FITTINGS-B4D9FA01,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.04,1149339
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_4_X8_4_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""x8""-4""ø",PART-MEP_DUCT_FITTINGS-5C5E5484,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.06,1149337
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_4_X9_4_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""x9""-4""ø",PART-MEP_DUCT_FITTINGS-E58DDC96,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.08,1149335
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_4_Ø_3_X3,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""ø-3""x3""",PART-MEP_DUCT_FITTINGS-5224F8CF,Parts,MEP Rough-In,EACH,19,19.0,EACH,0.0,0.07,1129430|1129431|1129432|1129433|1129434|1129435|1129436|1129437|1129438|1129439|1129440|1129441|1149345|1149346|1149347|1149348|1149349|1149350|1149351
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_4_Ø_4_X4,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""ø-4""x4""",PART-MEP_DUCT_FITTINGS-9C566D06,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.0,1135958
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_5_X5_5_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 5""x5""-5""ø",PART-MEP_DUCT_FITTINGS-17477F9E,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.01,1359635
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_5_Ø_4_X4,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 5""ø-4""x4""",PART-MEP_DUCT_FITTINGS-72B39615,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.01,1135952
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_5_Ø_4_X5,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 5""ø-4""x5""",PART-MEP_DUCT_FITTINGS-EA15F7E7,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.01,1135951
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_6_X6_5_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 6""x6""-5""ø",PART-MEP_DUCT_FITTINGS-9158C1B0,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.04,1277213|1277214
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_6_X7_7_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 6""x7""-7""ø",PART-MEP_DUCT_FITTINGS-F6BCE655,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.03,1145842
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_6_X8_7_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 6""x8""-7""ø",PART-MEP_DUCT_FITTINGS-0723161B,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.05,1232554
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_6_X9_7_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 6""x9""-7""ø",PART-MEP_DUCT_FITTINGS-9D185EE6,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.07,1239525
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_6_Ø_3_X3,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 6""ø-3""x3""",PART-MEP_DUCT_FITTINGS-BDBDE16E,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.1,1317605|1317619
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_6_Ø_5_X5,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 6""ø-5""x5""",PART-MEP_DUCT_FITTINGS-6D014C9D,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.03,1290250
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_7_Ø_6_X6,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 7""ø-6""x6""",PART-MEP_DUCT_FITTINGS-40102E0E,Parts,MEP Rough-In,EACH,23,23.0,EACH,0.0,0.71,1145492|1145493|1145494|1145495|1145496|1145497|1145498|1145499|1145500|1145501|1145502|1145503|1145505|1153616|1153617|1154383|1236760|1236761|1239526|1266182|1312504|1312505|1349578
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_8_Ø_6_X6,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 8""ø-6""x6""",PART-MEP_DUCT_FITTINGS-0B3C1C15,Parts,MEP Rough-In,EACH,8,8.0,EACH,0.0,0.48,1277303|1277305|1277307|1277309|1277311|1277313|1277315|1277317
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_8_Ø_6_X7,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 8""ø-6""x7""",PART-MEP_DUCT_FITTINGS-E7E1CEE7,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.07,1288555
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_8_Ø_7_X7,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 8""ø-7""x7""",PART-MEP_DUCT_FITTINGS-0678185D,Parts,MEP Rough-In,EACH,8,8.0,EACH,0.0,0.32,1277302|1277304|1277306|1277308|1277310|1277312|1277314|1277316
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_9_X10_9_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 9""x10""-9""ø",PART-MEP_DUCT_FITTINGS-DBB504F1,Parts,MEP Rough-In,EACH,9,9.0,EACH,0.0,0.54,1350362|1350368|1350374|1350399|1350405|1350411|1352759|1352958|1352965
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_9_Ø_6_X6,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 9""ø-6""x6""",PART-MEP_DUCT_FITTINGS-033596E3,Parts,MEP Rough-In,EACH,8,8.0,EACH,8.0,0.88,1165435|1165437|1165439|1165441|1165443|1165445|1165447|1165449
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_9_Ø_7_X8,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 9""ø-7""x8""",PART-MEP_DUCT_FITTINGS-8A7DF48C,Parts,MEP Rough-In,EACH,8,8.0,EACH,8.0,0.72,1165434|1165438|1165440|1165442|1165444|1165446|1165448|1340593
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_10_X10_7_X5,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 10""x10""-7""x5""",PART-MEP_DUCT_FITTINGS-DED1E82C,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.23,1289344
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_10_X10_8_X8,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 10""x10""-8""x8""",PART-MEP_DUCT_FITTINGS-75F04021,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.11,1232551
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_10_X12_10_X11,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 10""x12""-10""x11""",PART-MEP_DUCT_FITTINGS-1F1BF52C,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.08,1165431
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_11_X11_9_X10,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 11""x11""-9""x10""",PART-MEP_DUCT_FITTINGS-A630247A,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.15,1291415
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_11_X12_11_X11,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 11""x12""-11""x11""",PART-MEP_DUCT_FITTINGS-5C1F2F96,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.09,1136698
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_11_X12_12_X11,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 11""x12""-12""x11""",PART-MEP_DUCT_FITTINGS-86F29C4F,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.09,1232312
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_11_X12_12_X8,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 11""x12""-12""x8""",PART-MEP_DUCT_FITTINGS-F85D73C5,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.32,1232318
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_11_X7_7_X7,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 11""x7""-7""x7""",PART-MEP_DUCT_FITTINGS-D10066D0,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.18,1232345
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_12_X10_12_X9,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x10""-12""x9""",PART-MEP_DUCT_FITTINGS-DD6CFFA4,Parts,MEP Rough-In,EACH,2,2.0,EACH,2.0,0.16,1292440|1292441
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_12_X10_13_X9,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x10""-13""x9""",PART-MEP_DUCT_FITTINGS-C2375050,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.08,1292321
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_12_X12_10_X10,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x12""-10""x10""",PART-MEP_DUCT_FITTINGS-4492681F,Parts,MEP Rough-In,EACH,2,2.0,EACH,2.0,0.34,1289219|1311741
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_12_X12_11_X12,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x12""-11""x12""",PART-MEP_DUCT_FITTINGS-D2A1B563,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.1,1136705
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_12_X12_12_X9,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x12""-12""x9""",PART-MEP_DUCT_FITTINGS-5302F846,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.26,1266166
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_12_X12_9_X10,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x12""-9""x10""",PART-MEP_DUCT_FITTINGS-4474E3CA,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.24,1277291
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_12_X13_12_X12,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x13""-12""x12""",PART-MEP_DUCT_FITTINGS-24CEB67C,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.1,1136708
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_12_X15_12_X12,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x15""-12""x12""",PART-MEP_DUCT_FITTINGS-14C5C15D,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.34,1147289
