part_id,part_name,catalog_id,category,sub_category,measure_unit,element_count,takeoff_quantity,takeoff_unit,total_area_sf,total_volume_cf,element_ids
EXTW_L_1_MULLION-B,Exterior Wall L 1 - Mullion Breadthwise,PART-EXTW_L_1_MULLION_B,Parts,Prefab Envelope,EACH,126,126.0,EACH,378.0,45.57,1622170|1622193|1622197|1622198|1622199|1767162|1767163|1767164|1931355|1931381|1931382|1931408|1934572|1934573|1934574|1934575|1934746|1934747|1934748|1934749|1934816|1934817|1934818|1934819|1934943|1934944|1934945|1934946|1935011|1935012|1935013|1935014|1935085|1935086|1935087|1935088|1935153|1935154|1935155|1935156|1935221|1935222|1935223|1935224|1935289|1935290|1935291|1935292|1935357|1935358|1935359|1935360|1935425|1935426|1935427|1935428|1935493|1935494|1935495|1935496|1935602|1935603|1935604|1935605|1938618|1938619|1938620|1938621|1938804|1938805|1938806|1938807|1939377|1939378|1939379|1939380|1939485|1939486|1939487|1939488|1940424|1940425|1940426|1940427|1940672|1940673|1940674|1940675|1940764|1940765|1940766|1940767|1941097|1941098|1941099|1941100|1941156|1941157|1941158|1941159|1941346|1941347|1941348|1941349|1941405|1941406|1941407|1941408|1941464|1941465|1941466|1941467|1941521|1941522|1941523|1941524|1941770|1941771|1941772|1941773|1941860|1941861|1941887|1941888|1941889|1941890
EXTW_L_1_GLAZED-PANEL,Exterior Wall L 1 - Glazed Panel,PART-EXTW_L_1_GLAZED_PANEL,Parts,Prefab Envelope,EACH,64,64.0,EACH,1707.0,141.9,1622167|1622174|1622178|1622179|1622180|1931298|1931353|1934569|1934571|1934743|1934745|1934813|1934815|1934940|1934942|1935008|1935010|1935082|1935084|1935150|1935152|1935218|1935220|1935286|1935288|1935354|1935356|1935422|1935424|1935490|1935492|1935599|1935601|1938615|1938617|1938801|1938803|1939374|1939376|1939482|1939484|1940421|1940423|1940669|1940671|1940761|1940763|1941094|1941096|1941153|1941155|1941343|1941345|1941402|1941404|1941461|1941463|1941518|1941520|1941767|1941769|1941854|1941884|1941886
MESH_L_1_PANEL,Mesh Panel L 1,PART-MESH_L_1_PANEL,Parts,Prefab Envelope,EACH,92,92.0,EACH,5888.0,30.36,2138681|2138903|2138921|2138939|2139096|2139114|2139132|2139168|2139234|2139235|2139236|2139237|2139274|2139275|2139276|2139277|2139278|2139577|2139578|2139579|2139580|2139581|2139599|2139600|2139601|2139602|2139603|2139604|2139605|2139606|2139607|2139608|2139610|2139611|2139612|2139613|2139614|2139615|2139616|2139617|2139618|2139619|2139633|2139634|2139635|2139653|2139805|2139810|2139815|2139820|2139825|2139830|2139835|2139840|2139845|2139850|2139855|2139860|2139865|2139870|2139875|2139880|2139885|2139890|2139895|2139900|2139921|2139926|2139931|2139936|2139941|2139946|2139951|2139956|2139961|2139966|2139971|2139976|2139981|2139986|2139991|2139996|2140001|2140340|2140410|2140835|2140905|2141018|2141019|2141127|2141128|2141186
CONC_400CF_TRUCK,Concrete Truck Load - 400 CF,PART-CONC_400CF_TRUCK,Parts,Concrete,EACH,0,0.0,EACH,0.0,0.0,
MEP_AIR_TERMINALS_EXHAUST_GRILL_6X6_CONNECTION_3_3_X3,"MEP Air Terminals | Exhaust Grill | 6x6 Connection 3 | 3""x3""",PART-MEP_AIR_TERMINALS-9E41A0A1,Parts,MEP Rough-In,EACH,18,18.0,EACH,18.0,1.26,1092924|1093091|1093192|1093279|1093318|1093417|1094072|1094079|1094090|1094097|1094104|1094124|1115618|1115659|1115666|1115673|1115680|1115687
MEP_AIR_TERMINALS_KLIMATBYR_C3_A5N_AIRVENT_NETAVENT_NAPT_RFA_2026_LEVELBASED_NAPT_125_5_Ø,"MEP Air Terminals | Klimatbyr%c3%a5n_Airvent_Netavent_NAPT_RFA_2026_LevelBased | NAPT-125 | 5""ø",PART-MEP_AIR_TERMINALS-A84DAAE1,Parts,MEP Rough-In,EACH,22,22.0,EACH,22.0,1.1,1230314|1230322|1230329|1230340|1230347|1230354|1230361|1233447|1290630|1290717|1290747|1290764|1290781|1290798|1290815|1290832|1290849|1290866|1290883|1290900|1290917|1290934
MEP_AIR_TERMINALS_KLIMATBYR_C3_A5N_AIRVENT_NETAVENT_NAPT_RFA_2026_LEVELBASED_NAPT_160_6_Ø,"MEP Air Terminals | Klimatbyr%c3%a5n_Airvent_Netavent_NAPT_RFA_2026_LevelBased | NAPT-160 | 6""ø",PART-MEP_AIR_TERMINALS-9FA1C97C,Parts,MEP Rough-In,EACH,9,9.0,EACH,18.0,0.72,1290218|1293139|1293149|1293156|1293161|1293166|1297478|1317509|1359587
MEP_AIR_TERMINALS_KLIMATBYR_C3_A5N_AIRVENT_NETAVENT_NAPT_RFA_2026_LEVELBASED_NAPT_200_8_Ø,"MEP Air Terminals | Klimatbyr%c3%a5n_Airvent_Netavent_NAPT_RFA_2026_LevelBased | NAPT-200 | 8""ø",PART-MEP_AIR_TERMINALS-0E5488F0,Parts,MEP Rough-In,EACH,1,1.0,EACH,4.0,0.14,1288531
MEP_AIR_TERMINALS_PRICE_40FF_FILTER_FRAME_STAMPED_RESIDENTIAL_GRILLE_RETURN_HOSTED_08X30_30_X6,"MEP Air Terminals | PRICE-40FF- Filter Frame Stamped Residential Grille-RETURN Hosted | 08x30'' | 30""x6""",PART-MEP_AIR_TERMINALS-B84D47E1,Parts,MEP Rough-In,EACH,2,2.0,EACH,0.0,0.32,1341931|1359795
MEP_AIR_TERMINALS_PRICE_40FF_FILTER_FRAME_STAMPED_RESIDENTIAL_GRILLE_RETURN_HOSTED_08X30_40_X5,"MEP Air Terminals | PRICE-40FF- Filter Frame Stamped Residential Grille-RETURN Hosted | 08x30'' | 40""x5""",PART-MEP_AIR_TERMINALS-8F42456B,Parts,MEP Rough-In,EACH,4,4.0,EACH,0.0,0.72,1235385|1268727|1270472|1276396
MEP_AIR_TERMINALS_PRICE_40FF_FILTER_FRAME_STAMPED_RESIDENTIAL_GRILLE_RETURN_HOSTED_08X30_40_X6,"MEP Air Terminals | PRICE-40FF- Filter Frame Stamped Residential Grille-RETURN Hosted | 08x30'' | 40""x6""",PART-MEP_AIR_TERMINALS-BC7EEA09,Parts,MEP Rough-In,EACH,4,4.0,EACH,0.0,0.84,1255849|1261388|1262015|1266757
MEP_AIR_TERMINALS_RETURN_DIFFUSER_12_X_12_CONNECTION_2_6_X6,"MEP Air Terminals | Return Diffuser | 12 x 12 Connection 2 | 6""x6""",PART-MEP_AIR_TERMINALS-26869EBB,Parts,MEP Rough-In,EACH,8,8.0,EACH,8.0,1.52,1253248|1253349|1253410|1253461|1253550|1253601|1253650|1253667
MEP_AIR_TERMINALS_RETURN_DIFFUSER_24_X_24_FACE_12_X_12_CONNECTION_12_X12,"MEP Air Terminals | Return Diffuser | 24 x 24 Face 12 x 12 Connection | 12""x12""",PART-MEP_AIR_TERMINALS-DF0CB2DC,Parts,MEP Rough-In,EACH,4,4.0,EACH,16.0,3.12,1353013|1353018|1353025|1353061
MEP_AIR_TERMINALS_RETURN_DIFFUSER_6X6_CONNECTION_3_4_X4,"MEP Air Terminals | Return Diffuser | 6x6 Connection 3 | 4""x4""",PART-MEP_AIR_TERMINALS-2DB2F987,Parts,MEP Rough-In,EACH,5,5.0,EACH,5.0,0.6,1126761|1126780|1126868|1126901|1126920
MEP_AIR_TERMINALS_RETURN_DIFFUSER_ON_DUCT_3_4_X4,"MEP Air Terminals | Return Diffuser | on duct 3 | 4""x4""",PART-MEP_AIR_TERMINALS-26DC08DC,Parts,MEP Rough-In,EACH,9,9.0,EACH,18.0,2.25,1255224|1255229|1255297|1255316|1255356|1255411|1255416|1255425|1255430
MEP_AIR_TERMINALS_SUPPLY_DIFFUSER_12X12_CONNECTION_2_6_X6,"MEP Air Terminals | Supply Diffuser | 12x12 Connection 2 | 6""x6""",PART-MEP_AIR_TERMINALS-C372A555,Parts,MEP Rough-In,EACH,22,22.0,EACH,22.0,4.18,1119959|1119960|1139452|1139459|1143736|1144040|1144167|1144320|1144421|1144720|1144803|1145004|1151162|1151315|1151456|1151583|1151658|1151877|1152022|1152137|1155450|1155451
MEP_AIR_TERMINALS_SUPPLY_DIFFUSER_6X6_CONNECTION_3_3_X3,"MEP Air Terminals | Supply Diffuser | 6x6 Connection 3 | 3""x3""",PART-MEP_AIR_TERMINALS-AC96EF49,Parts,MEP Rough-In,EACH,6,6.0,EACH,6.0,0.36,1139544|1139709|1152310|1152311|1155452|1155453
MEP_AIR_TERMINALS_SUPPLY_DIFFUSER_8X8_CONNECTION_4_4_X4,"MEP Air Terminals | Supply Diffuser | 8x8 Connection 4 | 4""x4""",PART-MEP_AIR_TERMINALS-199DEF97,Parts,MEP Rough-In,EACH,8,8.0,EACH,8.0,0.72,1082486|1082649|1082712|1082897|1083126|1084400|1088861|1153712
MEP_AIR_TERMINALS_SWEGON_AB_CKDA_1_ALSD_VK_RFA_2026_LEVELBASED_CKDA_1_400_V_VK_ALSD_315_400_12_Ø,"MEP Air Terminals | Swegon_AB_CKDa-1_ALSd-_VK_RFA_2026_LevelBased | CKDa 1-400-V-VK+ALSd 315-400 | 12""ø",PART-MEP_AIR_TERMINALS-11A5F28C,Parts,MEP Rough-In,EACH,9,9.0,EACH,153.0,60.21,1286179|1286194|1286220|1286225|1286230|1286396|1286437|1286438|1286460
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_10_X10,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 10""x10""",PART-MEP_DUCTS_UNSPECIF-1A72497D,Parts,MEP Rough-In,EACH,3,3.0,EACH,19.0,0.0,1232800|1289213|1289262
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_10_X11,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 10""x11""",PART-MEP_DUCTS_UNSPECIF-34F7AEE1,Parts,MEP Rough-In,EACH,1,1.0,EACH,59.0,0.0,1152823
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_11_X11,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 11""x11""",PART-MEP_DUCTS_UNSPECIF-79B6DC63,Parts,MEP Rough-In,EACH,1,1.0,EACH,3.0,0.0,1087185
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_11_X12,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 11""x12""",PART-MEP_DUCTS_UNSPECIF-EA811A1C,Parts,MEP Rough-In,EACH,4,4.0,EACH,59.0,0.0,1087052|1093972|1232309|1232338
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_12_X10,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 12""x10""",PART-MEP_DUCTS_UNSPECIF-07D73624,Parts,MEP Rough-In,EACH,2,2.0,EACH,16.0,0.0,1212417|1223699
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_12_X12,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 12""x12""",PART-MEP_DUCTS_UNSPECIF-237AD2AE,Parts,MEP Rough-In,EACH,6,6.0,EACH,189.0,0.0,1087208|1087223|1145386|1253806|1289212|1289215
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_12_X13,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 12""x13""",PART-MEP_DUCTS_UNSPECIF-083A03E0,Parts,MEP Rough-In,EACH,7,7.0,EACH,109.0,0.0,1087238|1087434|1353207|1353252|1353264|1353294|1353321
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_12_X8,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 12""x8""",PART-MEP_DUCTS_UNSPECIF-F49444E0,Parts,MEP Rough-In,EACH,1,1.0,EACH,0.0,0.0,1149980
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_12_X9,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 12""x9""",PART-MEP_DUCTS_UNSPECIF-CA9BD679,Parts,MEP Rough-In,EACH,1,1.0,EACH,32.0,0.0,1292034
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_13_X13,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 13""x13""",PART-MEP_DUCTS_UNSPECIF-5F425A46,Parts,MEP Rough-In,EACH,6,6.0,EACH,356.0,0.0,1166608|1166620|1287067|1287105|1287241|1352814
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_13_X14,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 13""x14""",PART-MEP_DUCTS_UNSPECIF-BCAB004C,Parts,MEP Rough-In,EACH,4,4.0,EACH,127.0,0.0,1087407|1253823|1292988|1292989
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_13_X9,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 13""x9""",PART-MEP_DUCTS_UNSPECIF-892FF2BA,Parts,MEP Rough-In,EACH,2,2.0,EACH,33.0,0.0,1230970|1292352
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_14_X13,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 14""x13""",PART-MEP_DUCTS_UNSPECIF-ECBF1C5A,Parts,MEP Rough-In,EACH,7,7.0,EACH,501.0,0.0,1098430|1237180|1254877|1255067|1255069|1376558|1378088
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_14_X14,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 14""x14""",PART-MEP_DUCTS_UNSPECIF-5ED6058A,Parts,MEP Rough-In,EACH,3,3.0,EACH,116.0,0.0,1087453|1092863|1378488
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_14_X15,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 14""x15""",PART-MEP_DUCTS_UNSPECIF-15CDBB7A,Parts,MEP Rough-In,EACH,2,2.0,EACH,105.0,0.0,1145369|1166184
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_14_X18,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 14""x18""",PART-MEP_DUCTS_UNSPECIF-0039B172,Parts,MEP Rough-In,EACH,1,1.0,EACH,1.0,0.0,1166172
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_14_X9,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 14""x9""",PART-MEP_DUCTS_UNSPECIF-6B983320,Parts,MEP Rough-In,EACH,4,4.0,EACH,9.0,0.0,1212711|1292705|1292719|1293124
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_15_X15,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 15""x15""",PART-MEP_DUCTS_UNSPECIF-E0A1EFA1,Parts,MEP Rough-In,EACH,1,1.0,EACH,56.0,0.0,1253840
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_15_X16,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 15""x16""",PART-MEP_DUCTS_UNSPECIF-D3F00930,Parts,MEP Rough-In,EACH,1,1.0,EACH,58.0,0.0,1094979
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_15_X24,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 15""x24""",PART-MEP_DUCTS_UNSPECIF-C427CAD5,Parts,MEP Rough-In,EACH,2,2.0,EACH,58.0,0.0,1299238|1299247
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_15_X30,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 15""x30""",PART-MEP_DUCTS_UNSPECIF-CFFBDD12,Parts,MEP Rough-In,EACH,4,4.0,EACH,321.0,0.0,1169283|1381695|1381758|1381828
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_16_X16,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 16""x16""",PART-MEP_DUCTS_UNSPECIF-AD5E6978,Parts,MEP Rough-In,EACH,5,5.0,EACH,161.0,0.0,1232400|1287033|1287092|1287191|1352550
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_16_X17,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 16""x17""",PART-MEP_DUCTS_UNSPECIF-EA1E1085,Parts,MEP Rough-In,EACH,6,6.0,EACH,196.0,0.0,1142969|1146867|1146869|1147253|1241017|1253855
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_17_X18,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 17""x18""",PART-MEP_DUCTS_UNSPECIF-402EEB32,Parts,MEP Rough-In,EACH,1,1.0,EACH,76.0,0.0,1353304
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_18_X12,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 18""x12""",PART-MEP_DUCTS_UNSPECIF-2AC524A0,Parts,MEP Rough-In,EACH,1,1.0,EACH,96.0,0.0,1152898
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_18_X14,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 18""x14""",PART-MEP_DUCTS_UNSPECIF-F6744E70,Parts,MEP Rough-In,EACH,2,2.0,EACH,73.0,0.0,1165804|1166109
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_18_X18,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 18""x18""",PART-MEP_DUCTS_UNSPECIF-176F0B3C,Parts,MEP Rough-In,EACH,1,1.0,EACH,60.0,0.0,1253870
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_19_X19,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 19""x19""",PART-MEP_DUCTS_UNSPECIF-BA0E7B76,Parts,MEP Rough-In,EACH,6,6.0,EACH,133.0,0.0,1166836|1241189|1254749|1312070|1312272|1312275
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_19_X20,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 19""x20""",PART-MEP_DUCTS_UNSPECIF-0B9234ED,Parts,MEP Rough-In,EACH,4,4.0,EACH,102.0,0.0,1153377|1170937|1171042|1171043
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_22_X16,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 22""x16""",PART-MEP_DUCTS_UNSPECIF-DFEF9C63,Parts,MEP Rough-In,EACH,4,4.0,EACH,269.0,0.0,1298319|1298328|1298529|1378847
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_22_X22,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 22""x22""",PART-MEP_DUCTS_UNSPECIF-92050242,Parts,MEP Rough-In,EACH,1,1.0,EACH,87.0,0.0,1353109
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_22_X24,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 22""x24""",PART-MEP_DUCTS_UNSPECIF-94AA9294,Parts,MEP Rough-In,EACH,2,2.0,EACH,14.0,0.0,1286571|1352460
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_24_X12,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 24""x12""",PART-MEP_DUCTS_UNSPECIF-3F734E5F,Parts,MEP Rough-In,EACH,1,1.0,EACH,98.0,0.0,1340587
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_24_X15,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 24""x15""",PART-MEP_DUCTS_UNSPECIF-FD10BE0F,Parts,MEP Rough-In,EACH,6,6.0,EACH,243.0,0.0,1156979|1298484|1298555|1298567|1299570|1379255
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_28_X12,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 28""x12""",PART-MEP_DUCTS_UNSPECIF-03B4E40A,Parts,MEP Rough-In,EACH,2,2.0,EACH,56.0,0.0,1340508|1340547
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_28_X22,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 28""x22""",PART-MEP_DUCTS_UNSPECIF-C206E59F,Parts,MEP Rough-In,EACH,1,1.0,EACH,43.0,0.0,1353364
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_30_X15,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 30""x15""",PART-MEP_DUCTS_UNSPECIF-AA2664C4,Parts,MEP Rough-In,EACH,43,43.0,EACH,2500.0,0.0,1168849|1168865|1170080|1170437|1170582|1171045|1248153|1248169|1248182|1248299|1248306|1248338|1249340|1249690|1251012|1251584|1252388|1280958|1294390|1294746|1294758|1295346|1296581|1296675|1296950|1296962|1297047|1297057|1298270|1298905|1298916|1298924|1298978|1299117|1317728|1317744|1379468|1379599|1380906|1381194|1381658|1381739|1381862
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_30_X24,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 30""x24""",PART-MEP_DUCTS_UNSPECIF-E77CF069,Parts,MEP Rough-In,EACH,7,7.0,EACH,343.0,0.0,1164675|1164682|1231724|1231725|1233124|1350538|1380013
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_30_X6,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 30""x6""",PART-MEP_DUCTS_UNSPECIF-F43CDDEB,Parts,MEP Rough-In,EACH,2,2.0,EACH,7.0,0.0,1343222|1360763
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_32_X24,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 32""x24""",PART-MEP_DUCTS_UNSPECIF-290CE02F,Parts,MEP Rough-In,EACH,9,9.0,EACH,413.0,0.0,1295637|1295832|1295839|1295940|1351839|1351844|1352091|1352416|1380287
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_35_X16,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 35""x16""",PART-MEP_DUCTS_UNSPECIF-E9CD2767,Parts,MEP Rough-In,EACH,4,4.0,EACH,61.0,0.0,1294110|1294148|1294850|1294978
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_3_X3,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 3""x3""",PART-MEP_DUCTS_UNSPECIF-602F4FAE,Parts,MEP Rough-In,EACH,47,47.0,EACH,117.0,0.0,1087426|1093963|1129258|1129281|1129303|1129321|1129339|1129359|1130111|1130122|1130130|1130140|1135809|1147671|1152314|1223859|1231047|1241441|1241450|1261075|1261085|1261101|1261324|1261334|1261355|1290680|1290719|1290749|1290766|1290783|1290800|1290817|1290834|1290851|1290868|1290885|1290902|1290919|1290935|1290936|1317437|1317448|1317584|1317594|1317604|1317609|1317618
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_40_X5,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 40""x5""",PART-MEP_DUCTS_UNSPECIF-4DD7BDF5,Parts,MEP Rough-In,EACH,29,29.0,EACH,145.0,0.0,1269604|1270047|1270060|1270996|1271092|1271105|1271117|1271129|1271141|1271153|1271165|1271177|1271189|1271201|1271213|1271225|1271237|1271366|1271428|1271441|1271454|1271467|1276908|1276972|1276985|1276997|1277009|1277021|1277033
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_40_X6,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 40""x6""",PART-MEP_DUCTS_UNSPECIF-F15B5A08,Parts,MEP Rough-In,EACH,6,6.0,EACH,30.0,0.0,1260295|1261927|1262004|1266029|1266094|1267294
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_4_X4,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 4""x4""",PART-MEP_DUCTS_UNSPECIF-488CD498,Parts,MEP Rough-In,EACH,33,33.0,EACH,155.0,0.0,1093833|1115859|1129347|1130986|1135714|1135748|1135855|1136091|1149736|1149753|1149769|1149787|1149803|1149819|1155957|1155984|1156213|1156253|1156561|1156592|1156610|1156626|1156642|1157667|1157674|1203502|1223820|1231029|1281282|1281312|1290918|1312414|1312423
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_4_X5,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 4""x5""",PART-MEP_DUCTS_UNSPECIF-40773E1B,Parts,MEP Rough-In,EACH,5,5.0,EACH,29.0,0.0,1135637|1135652|1212495|1231010|1290901
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_5_X5,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 5""x5""",PART-MEP_DUCTS_UNSPECIF-A664D99C,Parts,MEP Rough-In,EACH,18,18.0,EACH,139.0,0.0,1087153|1087401|1129329|1131042|1131054|1135741|1149075|1149811|1155589|1156634|1165543|1212473|1232735|1233611|1290884|1292754|1349507|1349543
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_5_X6,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 5""x6""",PART-MEP_DUCTS_UNSPECIF-7F98DCF1,Parts,MEP Rough-In,EACH,3,3.0,EACH,19.0,0.0,1135817|1155454|1232705
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_6_X6,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 6""x6""",PART-MEP_DUCTS_UNSPECIF-92A1C2F4,Parts,MEP Rough-In,EACH,19,19.0,EACH,131.0,0.0,1129311|1145345|1145353|1145360|1145368|1145378|1145385|1145397|1149057|1149795|1152706|1155486|1156295|1156303|1156618|1266259|1290850|1290867|1312448
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_6_X7,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 6""x7""",PART-MEP_DUCTS_UNSPECIF-90F7B2A2,Parts,MEP Rough-In,EACH,4,4.0,EACH,42.0,0.0,1129291|1135674|1158976|1290833
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_6_X9,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 6""x9""",PART-MEP_DUCTS_UNSPECIF-2C66E5A7,Parts,MEP Rough-In,EACH,1,1.0,EACH,3.0,0.0,1148479
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_7_X5,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 7""x5""",PART-MEP_DUCTS_UNSPECIF-CF6BA0CE,Parts,MEP Rough-In,EACH,3,3.0,EACH,5.0,0.0,1288317|1288324|1288338
MEP_DUCTS_UNSPECIFIED_FAMILY_MITERED_ELBOWS_TEES_7_X7,"MEP Ducts | Unspecified Family | Mitered Elbows / Tees | 7""x7""",PART-MEP_DUCTS_UNSPECIF-E64526EC,Parts,MEP Rough-In,EACH,22,22.0,EACH,191.0,0.0,1129266|1143057|1147489|1147501|1149039|1149779|1152598|1152654|1156600|1253759|1253766|1253780|1253798|1253815|1253830|1253847|1253862|1253879|1290816|1312301|1312309|1378346
