delivery_unit_id,need_ts,volume_cf,storage_area_sf,element_count,takt_zones,levels,disciplines,categories,first_task,source,need_date
PO-000296:MEP_L_0_G066,2029-12-12 00:00:00,0.43,5.0,3.0,L 0 Zone 1,L 0,MEP,Plumbing Fixtures,MEP Rough-In L 0 Group 066,Production Order,2029-12-12
PO-000297:MEP_L_0_G067,2029-12-12 00:00:00,0.43,5.0,3.0,L 0 Zone 1,L 0,MEP,Plumbing Fixtures,MEP Rough-In L 0 Group 067,Production Order,2029-12-12
PO-000298:MEP_L_0_G068,2029-12-12 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 068,Production Order,2029-12-12
PO-000299:MEP_L_0_G069,2029-12-12 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 069,Production Order,2029-12-12
PO-000300:MEP_L_0_G070,2029-12-12 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 070,Production Order,2029-12-12
PO-000301:MEP_L_0_G071,2029-12-12 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 071,Production Order,2029-12-12
PO-000302:MEP_L_0_G072,2029-12-12 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 072,Production Order,2029-12-12
PO-000303:STRUCT_FLOOR_ROOF_BAMBOO_6_0_6_STRUCTURAL_BAMBOO_CLB,2029-12-12 00:00:00,0.0,0.0,24.0,,,,,"Structural Floor Roof | Bamboo - 6"" | 0' - 6"" | Structural Bamboo (CLB) assembly",Production Order,2029-12-12
PO-000304:STRUCT_FRAME_10_0_STRUCTURAL_BAMBOO_CLB,2029-12-12 00:00:00,89.0,0.0,5.0,,,Structural,Structural Framing,"Structural Framing 10' - 0"" | Structural Bamboo (CLB) assembly",Production Order,2029-12-12
PO-000305:STRUCT_FRAME_29_0_STRUCTURAL_BAMBOO_CLB,2029-12-12 00:00:00,585.36,0.0,6.0,,,Structural,Structural Framing,"Structural Framing 29' - 0"" | Structural Bamboo (CLB) assembly",Production Order,2029-12-12
PO-000306:STRUCT_FRAME_3_3_1_2_STRUCTURAL_BAMBOO_CLB,2029-12-12 00:00:00,38.93,0.0,4.0,,,Structural,Structural Framing,"Structural Framing 3' - 3 1/2"" | Structural Bamboo (CLB) assembly",Production Order,2029-12-12
PO-000307:STRUCT_FRAME_58_0_STRUCTURAL_BAMBOO_CLB,2029-12-12 00:00:00,598.65,0.0,3.0,,,Structural,Structural Framing,"Structural Framing 58' - 0"" | Structural Bamboo (CLB) assembly",Production Order,2029-12-12
PO-000308:STRUCT_FRAME_6_0_STRUCTURAL_BAMBOO_CLB,2029-12-12 00:00:00,39.18,0.0,2.0,,,Structural,Structural Framing,"Structural Framing 6' - 0"" | Structural Bamboo (CLB) assembly",Production Order,2029-12-12
PO-000309:MEP_L_0_G073,2029-12-13 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 073,Production Order,2029-12-13
PO-000310:MEP_L_0_G074,2029-12-13 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 074,Production Order,2029-12-13
PO-000311:MEP_L_0_G075,2029-12-13 00:00:00,0.86,10.0,3.0,L 0 Zone 1,L 0,MEP,Plumbing Fixtures,MEP Rough-In L 0 Group 075,Production Order,2029-12-13
PO-000312:MEP_L_0_G076,2029-12-13 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 076,Production Order,2029-12-13
PO-000313:MEP_L_0_G077,2029-12-13 00:00:00,0.07,1.0,3.0,L 0 Zone 5,L 0,MEP,Air Terminals,MEP Rough-In L 0 Group 077,Production Order,2029-12-13
PO-000314:MEP_L_0_G078,2029-12-13 00:00:00,0.21000000000000002,3.0,3.0,L 0 Zone 5,L 0,MEP,Air Terminals,MEP Rough-In L 0 Group 078,Production Order,2029-12-13
PO-000315:MEP_L_0_G079,2029-12-13 00:00:00,1.2400000000000002,22.0,3.0,L 0 Zone 1|L 0 Zone 5,L 0,MEP,Air Terminals|Plumbing Fixtures,MEP Rough-In L 0 Group 079,Production Order,2029-12-13
PO-000316:MEP_L_0_G080,2029-12-13 00:00:00,3.3000000000000003,60.0,3.0,L 0 Zone 1,L 0,MEP,Plumbing Fixtures,MEP Rough-In L 0 Group 080,Production Order,2029-12-13
PO-000317:MEP_L_0_G081,2029-12-13 00:00:00,2.2,40.0,3.0,L 0 Zone 1,L 0,MEP,Plumbing Fixtures,MEP Rough-In L 0 Group 081,Production Order,2029-12-13
PO-000318:MEP_L_0_G082,2029-12-13 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 082,Production Order,2029-12-13
PO-000319:MEP_L_0_G083,2029-12-13 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 083,Production Order,2029-12-13
PO-000320:MEP_L_0_G084,2029-12-13 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 084,Production Order,2029-12-13
PO-000321:MEP_L_0_G085,2029-12-13 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 085,Production Order,2029-12-13
PO-000322:MEP_L_0_G086,2029-12-13 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 086,Production Order,2029-12-13
PO-000323:MEP_L_0_G087,2029-12-13 00:00:00,0.16,0.0,3.0,L 0 Zone 5,L 0,MEP,Duct Fittings,MEP Rough-In L 0 Group 087,Production Order,2029-12-13
PO-000324:MEP_L_0_G088,2029-12-13 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 088,Production Order,2029-12-13
PO-000325:MEP_L_0_G089,2029-12-13 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 089,Production Order,2029-12-13
PO-000326:MEP_L_0_G090,2029-12-13 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 090,Production Order,2029-12-13
PO-000327:MEP_L_0_G091,2029-12-13 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 091,Production Order,2029-12-13
PO-000328:MEP_L_0_G092,2029-12-13 00:00:00,0.0,22.0,3.0,L 0 Zone 5,L 0,MEP,Ducts,MEP Rough-In L 0 Group 092,Production Order,2029-12-13
PO-000329:MEP_L_0_G093,2029-12-13 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 093,Production Order,2029-12-13
PO-000330:MEP_L_0_G094,2029-12-13 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 094,Production Order,2029-12-13
PO-000331:MEP_L_0_G095,2029-12-13 00:00:00,0.0,0.0,2.0,,,,,MEP Rough-In L 0 Group 095,Production Order,2029-12-13
PO-000332:STRUCT_FLOOR_ROOF_BAMBOO_6_0_6_STRUCTURAL_BAMBOO_CLB,2029-12-13 00:00:00,0.0,0.0,24.0,,,,,"Structural Floor Roof | Bamboo - 6"" | 0' - 6"" | Structural Bamboo (CLB) assembly",Production Order,2029-12-13
PO-000333:STRUCT_FLOOR_ROOF_BAMBOO_6_0_6_STRUCTURAL_BAMBOO_CLB,2029-12-14 00:00:00,0.0,0.0,24.0,,,,,"Structural Floor Roof | Bamboo - 6"" | 0' - 6"" | Structural Bamboo (CLB) assembly",Production Order,2029-12-14
PO-000334:EXTW_PREFAB_WALL_L1_040,2029-12-17 00:00:00,40.50999999999999,193.0,12.0,L 1 Zone 4,L 1,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,Exterior Wall L 1 PREFAB_WALL_L1_040,Production Order,2029-12-17
PO-000335:EXTW_PREFAB_WALL_L1_041,2029-12-17 00:00:00,44.699999999999996,199.0,12.0,,L 1,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,Exterior Wall L 1 PREFAB_WALL_L1_041,Production Order,2029-12-17
PO-000336:EXTW_PREFAB_WALL_L1_042,2029-12-17 00:00:00,12.429999999999998,248.0,22.0,,L 1,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,Exterior Wall L 1 PREFAB_WALL_L1_042,Production Order,2029-12-17
PO-000337:EXTW_PREFAB_WALL_L1_043,2029-12-17 00:00:00,61.94,222.0,11.0,L 1 Zone 3,L 1,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,Exterior Wall L 1 PREFAB_WALL_L1_043,Production Order,2029-12-17
PO-000338:EXTW_PREFAB_WALL_L1_044,2029-12-17 00:00:00,4.17,6.0,1.0,L 1 Zone 3,L 1,Architecture,Walls,Exterior Wall L 1 PREFAB_WALL_L1_044,Production Order,2029-12-17
PO-000339:EXTW_PREFAB_WALL_L1_045,2029-12-17 00:00:00,6.55,10.0,1.0,,L 1,Architecture,Walls,Exterior Wall L 1 PREFAB_WALL_L1_045,Production Order,2029-12-17
PO-000340:EXTW_PREFAB_WALL_L1_046,2029-12-17 00:00:00,66.73,229.0,11.0,L 1 Zone 3,L 1,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,Exterior Wall L 1 PREFAB_WALL_L1_046,Production Order,2029-12-17
PO-000341:EXTW_PREFAB_WALL_L1_047,2029-12-17 00:00:00,80.94999999999999,251.0,11.0,,L 1,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,Exterior Wall L 1 PREFAB_WALL_L1_047,Production Order,2029-12-17
PO-000342:EXTW_PREFAB_WALL_L1_048,2029-12-17 00:00:00,55.4,86.0,2.0,L 1 Zone 8,L 1,Architecture,Curtain Wall Mullions|Walls,Exterior Wall L 1 PREFAB_WALL_L1_048,Production Order,2029-12-17
PO-000343:EXTW_PREFAB_WALL_L1_049,2029-12-17 00:00:00,51.85,270.0,13.0,,L 1,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,Exterior Wall L 1 PREFAB_WALL_L1_049,Production Order,2029-12-17
PO-000344:EXTW_PREFAB_WALL_L1_050,2029-12-17 00:00:00,31.62,174.0,12.0,,L 1,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,Exterior Wall L 1 PREFAB_WALL_L1_050,Production Order,2029-12-17
PO-000345:EXTW_PREFAB_WALL_L1_051,2029-12-17 00:00:00,49.16,203.0,11.0,L 1 Zone 1,L 1,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,Exterior Wall L 1 PREFAB_WALL_L1_051,Production Order,2029-12-17
PO-000346:EXTW_PREFAB_WALL_L1_052,2029-12-17 00:00:00,7.85,141.0,10.0,L 1 Zone 1,L 1,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,Exterior Wall L 1 PREFAB_WALL_L1_052,Production Order,2029-12-17
PO-000347:EXTW_PREFAB_WALL_L1_053,2029-12-17 00:00:00,7.869999999999999,143.0,10.0,,L 1,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,Exterior Wall L 1 PREFAB_WALL_L1_053,Production Order,2029-12-17
PO-000348:EXTW_PREFAB_WALL_L1_054,2029-12-17 00:00:00,7.869999999999999,143.0,10.0,,L 1,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,Exterior Wall L 1 PREFAB_WALL_L1_054,Production Order,2029-12-17
PO-000349:EXTW_PREFAB_WALL_L1_055,2029-12-17 00:00:00,7.869999999999999,143.0,10.0,L 1 Zone 5,L 1,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,Exterior Wall L 1 PREFAB_WALL_L1_055,Production Order,2029-12-17
PO-000350:EXTW_PREFAB_WALL_L1_056,2029-12-17 00:00:00,7.869999999999999,143.0,10.0,,L 1,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,Exterior Wall L 1 PREFAB_WALL_L1_056,Production Order,2029-12-17
PO-000351:EXTW_PREFAB_WALL_L1_057,2029-12-17 00:00:00,7.85,141.0,10.0,,L 1,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,Exterior Wall L 1 PREFAB_WALL_L1_057,Production Order,2029-12-17
PO-000352:EXTW_PREFAB_WALL_L1_058,2029-12-17 00:00:00,8.03,145.0,10.0,,L 1,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,Exterior Wall L 1 PREFAB_WALL_L1_058,Production Order,2029-12-17
PO-000353:EXTW_PREFAB_WALL_L1_059,2029-12-17 00:00:00,28.33,43.0,1.0,,L 1,Architecture,Walls,Exterior Wall L 1 PREFAB_WALL_L1_059,Production Order,2029-12-17
PO-000354:EXTW_PREFAB_WALL_L1_060,2029-12-17 00:00:00,30.73,46.0,1.0,,L 1,Architecture,Walls,Exterior Wall L 1 PREFAB_WALL_L1_060,Production Order,2029-12-17
PO-000355:SL1-2R-WALL,2029-12-17 00:00:00,235.79,1142.0,61.0,,L 1,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,South-L1-2 rooms wall,Production Order,2029-12-17
PO-000356:SL1-3R-WALL,2029-12-17 00:00:00,309.43,1505.0,82.0,L 1 Zone 4,L 1,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,South-L1-3 rooms wall,Production Order,2029-12-17
PO-000357:STRUCT_FLOOR_ROOF_BAMBOO_6_0_6_STRUCTURAL_BAMBOO_CLB,2029-12-17 00:00:00,0.0,0.0,1.0,,,,,"Structural Floor Roof | Bamboo - 6"" | 0' - 6"" | Structural Bamboo (CLB) assembly",Production Order,2029-12-17
PO-000358:INTW_L_1_ASSEMBLY,2029-12-18 00:00:00,1158.52,1740.0,16.0,L 1 Zone 4,L 1,Architecture,Walls,Interior Walls L 1,Production Order,2029-12-18
PO-000359:MEP_L_1_G001,2029-12-18 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 001,Production Order,2029-12-18
PO-000360:MEP_L_1_G002,2029-12-18 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 002,Production Order,2029-12-18
PO-000361:MEP_L_1_G003,2029-12-18 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 003,Production Order,2029-12-18
PO-000362:MEP_L_1_G004,2029-12-18 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 004,Production Order,2029-12-18
PO-000363:MEP_L_1_G005,2029-12-18 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 005,Production Order,2029-12-18
PO-000364:MEP_L_1_G006,2029-12-18 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 006,Production Order,2029-12-18
PO-000365:MEP_L_1_G007,2029-12-18 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 007,Production Order,2029-12-18
PO-000366:MEP_L_1_G008,2029-12-18 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 008,Production Order,2029-12-18
PO-000367:MEP_L_1_G009,2029-12-18 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 009,Production Order,2029-12-18
PO-000368:MEP_L_1_G010,2029-12-18 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 010,Production Order,2029-12-18
PO-000369:MEP_L_1_G011,2029-12-18 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 011,Production Order,2029-12-18
PO-000370:MEP_L_1_G012,2029-12-18 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 012,Production Order,2029-12-18
PO-000371:MEP_L_1_G013,2029-12-18 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 013,Production Order,2029-12-18
PO-000372:MEP_L_1_G014,2029-12-18 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 014,Production Order,2029-12-18
PO-000373:MEP_L_1_G015,2029-12-18 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 015,Production Order,2029-12-18
PO-000374:MEP_L_1_G016,2029-12-18 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 016,Production Order,2029-12-18
PO-000375:MEP_L_1_G017,2029-12-18 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 017,Production Order,2029-12-18
PO-000376:MEP_L_1_G018,2029-12-18 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 018,Production Order,2029-12-18
PO-000377:MEP_L_1_G019,2029-12-18 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 019,Production Order,2029-12-18
PO-000378:MEP_L_1_G020,2029-12-18 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 020,Production Order,2029-12-18
PO-000379:MEP_L_1_G021,2029-12-18 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 021,Production Order,2029-12-18
PO-000380:MEP_L_1_G022,2029-12-18 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 022,Production Order,2029-12-18
PO-000381:MEP_L_1_G023,2029-12-18 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 023,Production Order,2029-12-18
PO-000382:MEP_L_1_G024,2029-12-18 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 024,Production Order,2029-12-18
PO-000383:INTW_L_1_ASSEMBLY,2029-12-19 00:00:00,916.74,1481.0,16.0,L 1 Zone 3,L 1,Architecture,Walls,Interior Walls L 1,Production Order,2029-12-19
PO-000384:MEP_L_1_G025,2029-12-19 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 025,Production Order,2029-12-19
PO-000385:MEP_L_1_G026,2029-12-19 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 026,Production Order,2029-12-19
PO-000386:MEP_L_1_G027,2029-12-19 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 027,Production Order,2029-12-19
PO-000387:MEP_L_1_G028,2029-12-19 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 028,Production Order,2029-12-19
PO-000388:MEP_L_1_G029,2029-12-19 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 029,Production Order,2029-12-19
PO-000389:MEP_L_1_G030,2029-12-19 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 030,Production Order,2029-12-19
PO-000390:MEP_L_1_G031,2029-12-19 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 031,Production Order,2029-12-19
PO-000391:MEP_L_1_G032,2029-12-19 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 032,Production Order,2029-12-19
PO-000392:MEP_L_1_G033,2029-12-19 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 033,Production Order,2029-12-19
PO-000393:MEP_L_1_G034,2029-12-19 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 034,Production Order,2029-12-19
PO-000394:MEP_L_1_G035,2029-12-19 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 035,Production Order,2029-12-19
PO-000395:MEP_L_1_G036,2029-12-19 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 036,Production Order,2029-12-19
PO-000396:MEP_L_1_G037,2029-12-19 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 037,Production Order,2029-12-19
PO-000397:MEP_L_1_G038,2029-12-19 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 038,Production Order,2029-12-19
PO-000398:MEP_L_1_G039,2029-12-19 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 039,Production Order,2029-12-19
PO-000399:MEP_L_1_G040,2029-12-19 00:00:00,0.0,34.0,3.0,L 1 Zone 3,L 1,MEP,Ducts,MEP Rough-In L 1 Group 040,Production Order,2029-12-19
PO-000400:MEP_L_1_G041,2029-12-19 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 041,Production Order,2029-12-19
PO-000401:MEP_L_1_G042,2029-12-19 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 042,Production Order,2029-12-19
PO-000402:MEP_L_1_G043,2029-12-19 00:00:00,0.2,1.0,3.0,L 1 Zone 2,L 1,MEP,Air Terminals|Duct Fittings,MEP Rough-In L 1 Group 043,Production Order,2029-12-19
PO-000403:MEP_L_1_G044,2029-12-19 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 044,Production Order,2029-12-19
PO-000404:MEP_L_1_G045,2029-12-19 00:00:00,0.0,6.0,3.0,L 1 Zone 2,L 1,MEP,Ducts,MEP Rough-In L 1 Group 045,Production Order,2029-12-19
PO-000405:MEP_L_1_G046,2029-12-19 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 046,Production Order,2029-12-19
PO-000406:MEP_L_1_G047,2029-12-19 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 047,Production Order,2029-12-19
PO-000407:MEP_L_1_G048,2029-12-19 00:00:00,0.0,37.0,3.0,L 1 Zone 2,L 1,MEP,Ducts,MEP Rough-In L 1 Group 048,Production Order,2029-12-19
PO-000408:INTW_L_1_ASSEMBLY,2029-12-20 00:00:00,384.96999999999997,641.0,16.0,L 1 Zone 3|L 1 Zone 7,L 1,Architecture,Walls,Interior Walls L 1,Production Order,2029-12-20
PO-000409:MEP_L_1_G049,2029-12-20 00:00:00,0.14,0.0,3.0,L 1 Zone 2,L 1,MEP,Duct Fittings,MEP Rough-In L 1 Group 049,Production Order,2029-12-20
PO-000410:MEP_L_1_G050,2029-12-20 00:00:00,0.14,0.0,3.0,,L 1,MEP,Duct Fittings,MEP Rough-In L 1 Group 050,Production Order,2029-12-20
PO-000411:MEP_L_1_G051,2029-12-20 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 051,Production Order,2029-12-20
PO-000412:MEP_L_1_G052,2029-12-20 00:00:00,0.09,1.0,3.0,,L 1,MEP,Air Terminals,MEP Rough-In L 1 Group 052,Production Order,2029-12-20
PO-000413:MEP_L_1_G053,2029-12-20 00:00:00,0.0,3.0,3.0,L 1 Zone 2,L 1,MEP,Ducts,MEP Rough-In L 1 Group 053,Production Order,2029-12-20
PO-000414:MEP_L_1_G054,2029-12-20 00:00:00,0.2,1.0,3.0,L 1 Zone 2,L 1,MEP,Air Terminals|Duct Fittings,MEP Rough-In L 1 Group 054,Production Order,2029-12-20
PO-000415:MEP_L_1_G055,2029-12-20 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 055,Production Order,2029-12-20
PO-000416:MEP_L_1_G056,2029-12-20 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 056,Production Order,2029-12-20
PO-000417:MEP_L_1_G057,2029-12-20 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 057,Production Order,2029-12-20
PO-000418:MEP_L_1_G058,2029-12-20 00:00:00,0.0,10.0,3.0,L 1 Zone 2,L 1,MEP,Ducts,MEP Rough-In L 1 Group 058,Production Order,2029-12-20
PO-000419:MEP_L_1_G059,2029-12-20 00:00:00,0.24,5.0,3.0,L 1 Zone 3,L 1,MEP,Plumbing Fixtures,MEP Rough-In L 1 Group 059,Production Order,2029-12-20
PO-000420:MEP_L_1_G060,2029-12-20 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 060,Production Order,2029-12-20
PO-000421:MEP_L_1_G061,2029-12-20 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 061,Production Order,2029-12-20
PO-000422:MEP_L_1_G062,2029-12-20 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 062,Production Order,2029-12-20
PO-000423:MEP_L_1_G063,2029-12-20 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 063,Production Order,2029-12-20
PO-000424:MEP_L_1_G064,2029-12-20 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 064,Production Order,2029-12-20
PO-000425:MEP_L_1_G065,2029-12-20 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 065,Production Order,2029-12-20
PO-000426:MEP_L_1_G066,2029-12-20 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 066,Production Order,2029-12-20
PO-000427:MEP_L_1_G067,2029-12-20 00:00:00,0.2,1.0,3.0,L 1 Zone 2,L 1,MEP,Air Terminals|Duct Fittings,MEP Rough-In L 1 Group 067,Production Order,2029-12-20
PO-000428:MEP_L_1_G068,2029-12-20 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 068,Production Order,2029-12-20
PO-000429:MEP_L_1_G069,2029-12-20 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 069,Production Order,2029-12-20
PO-000430:MEP_L_1_G070,2029-12-20 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 070,Production Order,2029-12-20
PO-000431:MEP_L_1_G071,2029-12-20 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 071,Production Order,2029-12-20
PO-000432:MEP_L_1_G072,2029-12-20 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 072,Production Order,2029-12-20
PO-000433:INTW_L_1_ASSEMBLY,2029-12-21 00:00:00,989.78,1615.0,16.0,L 1 Zone 2|L 1 Zone 5|L 1 Zone 6|L 1 Zone 8,L 1,Architecture,Walls,Interior Walls L 1,Production Order,2029-12-21
PO-000434:MEP_L_1_G073,2029-12-21 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 073,Production Order,2029-12-21
PO-000435:MEP_L_1_G074,2029-12-21 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 074,Production Order,2029-12-21
PO-000436:MEP_L_1_G075,2029-12-21 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 075,Production Order,2029-12-21
PO-000437:MEP_L_1_G076,2029-12-21 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 076,Production Order,2029-12-21
PO-000438:MEP_L_1_G077,2029-12-21 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 077,Production Order,2029-12-21
PO-000439:MEP_L_1_G078,2029-12-21 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 078,Production Order,2029-12-21
PO-000440:MEP_L_1_G079,2029-12-21 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 079,Production Order,2029-12-21
PO-000441:MEP_L_1_G080,2029-12-21 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 080,Production Order,2029-12-21
PO-000442:MEP_L_1_G081,2029-12-21 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 081,Production Order,2029-12-21
PO-000443:MEP_L_1_G082,2029-12-21 00:00:00,0.0,11.0,3.0,L 1 Zone 1,L 1,MEP,Ducts,MEP Rough-In L 1 Group 082,Production Order,2029-12-21
PO-000444:MEP_L_1_G083,2029-12-21 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 083,Production Order,2029-12-21
PO-000445:MEP_L_1_G084,2029-12-21 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 084,Production Order,2029-12-21
PO-000446:MEP_L_1_G085,2029-12-21 00:00:00,0.14,0.0,3.0,L 1 Zone 1,L 1,MEP,Duct Fittings,MEP Rough-In L 1 Group 085,Production Order,2029-12-21
PO-000447:MEP_L_1_G086,2029-12-21 00:00:00,0.06,1.0,3.0,L 1 Zone 1,L 1,MEP,Air Terminals,MEP Rough-In L 1 Group 086,Production Order,2029-12-21
PO-000448:MEP_L_1_G087,2029-12-21 00:00:00,0.0,13.0,3.0,L 1 Zone 1,L 1,MEP,Ducts,MEP Rough-In L 1 Group 087,Production Order,2029-12-21
PO-000449:MEP_L_1_G088,2029-12-21 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 1 Group 088,Production Order,2029-12-21
