delivery_unit_id,need_ts,volume_cf,storage_area_sf,element_count,takt_zones,levels,disciplines,categories,first_task,source,need_date
PO-000138:MEP_L_NEG_1_G079,2029-12-06 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 079,Production Order,2029-12-06
PO-000139:MEP_L_NEG_1_G080,2029-12-06 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 080,Production Order,2029-12-06
PO-000140:MEP_L_NEG_1_G081,2029-12-06 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 081,Production Order,2029-12-06
PO-000141:MEP_L_NEG_1_G082,2029-12-06 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 082,Production Order,2029-12-06
PO-000142:MEP_L_NEG_1_G083,2029-12-06 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 083,Production Order,2029-12-06
PO-000143:MEP_L_NEG_1_G084,2029-12-06 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 084,Production Order,2029-12-06
PO-000144:MEP_L_NEG_1_G085,2029-12-06 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 085,Production Order,2029-12-06
PO-000145:MEP_L_NEG_1_G086,2029-12-06 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 086,Production Order,2029-12-06
PO-000146:MEP_L_NEG_1_G087,2029-12-06 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 087,Production Order,2029-12-06
PO-000147:MEP_L_NEG_1_G088,2029-12-06 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 088,Production Order,2029-12-06
PO-000148:MEP_L_NEG_1_G089,2029-12-06 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 089,Production Order,2029-12-06
PO-000149:MEP_L_NEG_1_G090,2029-12-06 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 090,Production Order,2029-12-06
PO-000150:MEP_L_NEG_1_G091,2029-12-06 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 091,Production Order,2029-12-06
PO-000151:MEP_L_NEG_1_G092,2029-12-06 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 092,Production Order,2029-12-06
PO-000152:MEP_L_NEG_1_G093,2029-12-06 00:00:00,0.86,10.0,3.0,L -1 Zone 3,L -1,MEP,Plumbing Fixtures,MEP Rough-In L -1 Group 093,Production Order,2029-12-06
PO-000153:MEP_L_NEG_1_G094,2029-12-06 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 094,Production Order,2029-12-06
PO-000154:MEP_L_NEG_1_G095,2029-12-06 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 095,Production Order,2029-12-06
PO-000155:MEP_L_NEG_1_G096,2029-12-06 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 096,Production Order,2029-12-06
PO-000156:STRUCT_FLOOR_L_1_BAMBOO_6_0_6_STRUCTURAL_BAMBOO_CLB,2029-12-06 00:00:00,0.0,0.0,24.0,,,,,"Structural Floor L 1 | Bamboo - 6"" | 0' - 6"" | Structural Bamboo (CLB) assembly",Production Order,2029-12-06
PO-000157:EXTW_PREFAB_WALL_L0_012,2029-12-07 00:00:00,69.04,122.0,8.0,L 0 Zone 4,L 0,Architecture,Curtain Wall Mullions|Walls,Exterior Wall L 0 PREFAB_WALL_L0_012,Production Order,2029-12-07
PO-000158:EXTW_PREFAB_WALL_L0_019,2029-12-07 00:00:00,83.73999999999998,447.0,22.0,,L 0,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,Exterior Wall L 0 PREFAB_WALL_L0_019,Production Order,2029-12-07
PO-000159:EXTW_PREFAB_WALL_L0_020,2029-12-07 00:00:00,8.54,13.0,1.0,,L 0,Architecture,Walls,Exterior Wall L 0 PREFAB_WALL_L0_020,Production Order,2029-12-07
PO-000160:EXTW_PREFAB_WALL_L0_021,2029-12-07 00:00:00,50.43,76.0,1.0,L 0 Zone 2,L 0,Architecture,Walls,Exterior Wall L 0 PREFAB_WALL_L0_021,Production Order,2029-12-07
PO-000161:EXTW_PREFAB_WALL_L0_022,2029-12-07 00:00:00,128.56,193.0,1.0,,L 0,Architecture,Walls,Exterior Wall L 0 PREFAB_WALL_L0_022,Production Order,2029-12-07
PO-000162:EXTW_PREFAB_WALL_L0_023,2029-12-07 00:00:00,94.32,141.0,1.0,,L 0,Architecture,Walls,Exterior Wall L 0 PREFAB_WALL_L0_023,Production Order,2029-12-07
PO-000163:EXTW_PREFAB_WALL_L0_024,2029-12-07 00:00:00,182.37,274.0,1.0,,L 0,Architecture,Walls,Exterior Wall L 0 PREFAB_WALL_L0_024,Production Order,2029-12-07
PO-000164:EXTW_PREFAB_WALL_L0_025,2029-12-07 00:00:00,6.050000000000001,98.0,11.0,,L 0,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,Exterior Wall L 0 PREFAB_WALL_L0_025,Production Order,2029-12-07
PO-000165:EXTW_PREFAB_WALL_L0_026,2029-12-07 00:00:00,8.04,152.0,9.0,,L 0,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,Exterior Wall L 0 PREFAB_WALL_L0_026,Production Order,2029-12-07
PO-000166:EXTW_PREFAB_WALL_L0_027,2029-12-07 00:00:00,332.26,1037.0,41.0,,L 0,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,Exterior Wall L 0 PREFAB_WALL_L0_027,Production Order,2029-12-07
PO-000167:EXTW_PREFAB_WALL_L0_028,2029-12-07 00:00:00,124.83999999999999,416.0,21.0,,L 0,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,Exterior Wall L 0 PREFAB_WALL_L0_028,Production Order,2029-12-07
PO-000168:EXTW_PREFAB_WALL_L0_029,2029-12-07 00:00:00,70.87,106.0,1.0,,L 0,Architecture,Walls,Exterior Wall L 0 PREFAB_WALL_L0_029,Production Order,2029-12-07
PO-000169:EXTW_PREFAB_WALL_L0_030,2029-12-07 00:00:00,50.5,76.0,1.0,,L 0,Architecture,Walls,Exterior Wall L 0 PREFAB_WALL_L0_030,Production Order,2029-12-07
PO-000170:EXTW_PREFAB_WALL_L0_031,2029-12-07 00:00:00,15.09,23.0,1.0,,L 0,Architecture,Walls,Exterior Wall L 0 PREFAB_WALL_L0_031,Production Order,2029-12-07
PO-000171:EXTW_PREFAB_WALL_L0_032,2029-12-07 00:00:00,11.25,17.0,1.0,,L 0,Architecture,Walls,Exterior Wall L 0 PREFAB_WALL_L0_032,Production Order,2029-12-07
PO-000172:EXTW_PREFAB_WALL_L0_033,2029-12-07 00:00:00,41.43000000000001,792.0,44.0,,L 0,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,Exterior Wall L 0 PREFAB_WALL_L0_033,Production Order,2029-12-07
PO-000173:EXTW_PREFAB_WALL_L0_034,2029-12-07 00:00:00,41.95,803.0,44.0,,L 0,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,Exterior Wall L 0 PREFAB_WALL_L0_034,Production Order,2029-12-07
PO-000174:MEP_L_NEG_1_G097,2029-12-07 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 097,Production Order,2029-12-07
PO-000175:MEP_L_NEG_1_G098,2029-12-07 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 098,Production Order,2029-12-07
PO-000176:MEP_L_NEG_1_G099,2029-12-07 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 099,Production Order,2029-12-07
PO-000177:MEP_L_NEG_1_G100,2029-12-07 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 100,Production Order,2029-12-07
PO-000178:MEP_L_NEG_1_G101,2029-12-07 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 101,Production Order,2029-12-07
PO-000179:MEP_L_NEG_1_G102,2029-12-07 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 102,Production Order,2029-12-07
PO-000180:MEP_L_NEG_1_G103,2029-12-07 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 103,Production Order,2029-12-07
PO-000181:MEP_L_NEG_1_G104,2029-12-07 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 104,Production Order,2029-12-07
PO-000182:MEP_L_NEG_1_G105,2029-12-07 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 105,Production Order,2029-12-07
PO-000183:MEP_L_NEG_1_G106,2029-12-07 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 106,Production Order,2029-12-07
PO-000184:MEP_L_NEG_1_G107,2029-12-07 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 107,Production Order,2029-12-07
PO-000185:MEP_L_NEG_1_G108,2029-12-07 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 108,Production Order,2029-12-07
PO-000186:MEP_L_NEG_1_G109,2029-12-07 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 109,Production Order,2029-12-07
PO-000187:MEP_L_NEG_1_G110,2029-12-07 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 110,Production Order,2029-12-07
PO-000188:MEP_L_NEG_1_G111,2029-12-07 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 111,Production Order,2029-12-07
PO-000189:MEP_L_NEG_1_G112,2029-12-07 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 112,Production Order,2029-12-07
PO-000190:MEP_L_NEG_1_G113,2029-12-07 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 113,Production Order,2029-12-07
PO-000191:MEP_L_NEG_1_G114,2029-12-07 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 114,Production Order,2029-12-07
PO-000192:MEP_L_NEG_1_G115,2029-12-07 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 115,Production Order,2029-12-07
PO-000193:MEP_L_NEG_1_G116,2029-12-07 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 116,Production Order,2029-12-07
PO-000194:MEP_L_NEG_1_G117,2029-12-07 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 117,Production Order,2029-12-07
PO-000195:MEP_L_NEG_1_G118,2029-12-07 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 118,Production Order,2029-12-07
PO-000196:MEP_L_NEG_1_G119,2029-12-07 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 119,Production Order,2029-12-07
PO-000197:MEP_L_NEG_1_G120,2029-12-07 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 120,Production Order,2029-12-07
PO-000198:SL0W-LNEG1C-WALL,2029-12-07 00:00:00,359.51,1842.0,84.0,L 0 Zone 4,L 0,Architecture,Curtain Panels|Curtain Wall Mullions|Walls,South-L0-Workshop wall part & South-L-1-Classrooms wall,Production Order,2029-12-07
PO-000199:STRUCT_FLOOR_L_1_BAMBOO_6_0_6_STRUCTURAL_BAMBOO_CLB,2029-12-07 00:00:00,0.0,0.0,5.0,,,,,"Structural Floor L 1 | Bamboo - 6"" | 0' - 6"" | Structural Bamboo (CLB) assembly",Production Order,2029-12-07
PO-000200:INTW_L_0_ASSEMBLY,2029-12-10 00:00:00,747.87,1121.0,16.0,L 0 Zone 2|L 0 Zone 3,L 0,Architecture,Walls,Interior Walls L 0,Production Order,2029-12-10
PO-000201:MEP_L_0_G001,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 001,Production Order,2029-12-10
PO-000202:MEP_L_0_G002,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 002,Production Order,2029-12-10
PO-000203:MEP_L_0_G003,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 003,Production Order,2029-12-10
PO-000204:MEP_L_0_G004,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 004,Production Order,2029-12-10
PO-000205:MEP_L_0_G005,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 005,Production Order,2029-12-10
PO-000206:MEP_L_0_G006,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 006,Production Order,2029-12-10
PO-000207:MEP_L_0_G007,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 007,Production Order,2029-12-10
PO-000208:MEP_L_0_G008,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 008,Production Order,2029-12-10
PO-000209:MEP_L_0_G009,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 009,Production Order,2029-12-10
PO-000210:MEP_L_0_G010,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 010,Production Order,2029-12-10
PO-000211:MEP_L_0_G011,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 011,Production Order,2029-12-10
PO-000212:MEP_L_0_G012,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 012,Production Order,2029-12-10
PO-000213:MEP_L_0_G013,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 013,Production Order,2029-12-10
PO-000214:MEP_L_0_G014,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 014,Production Order,2029-12-10
PO-000215:MEP_L_0_G015,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 015,Production Order,2029-12-10
PO-000216:MEP_L_0_G016,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 016,Production Order,2029-12-10
PO-000217:MEP_L_0_G017,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 017,Production Order,2029-12-10
PO-000218:MEP_L_0_G018,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 018,Production Order,2029-12-10
PO-000219:MEP_L_0_G019,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 019,Production Order,2029-12-10
PO-000220:MEP_L_0_G020,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 020,Production Order,2029-12-10
PO-000221:MEP_L_0_G021,2029-12-10 00:00:00,0.0,0.0,3.0,,L 0,MEP,Flex Ducts,MEP Rough-In L 0 Group 021,Production Order,2029-12-10
PO-000222:MEP_L_0_G022,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 022,Production Order,2029-12-10
PO-000223:MEP_L_0_G023,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 023,Production Order,2029-12-10
PO-000224:MEP_L_0_G024,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 024,Production Order,2029-12-10
PO-000225:MEP_L_NEG_1_G121,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 121,Production Order,2029-12-10
PO-000226:MEP_L_NEG_1_G122,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 122,Production Order,2029-12-10
PO-000227:MEP_L_NEG_1_G123,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 123,Production Order,2029-12-10
PO-000228:MEP_L_NEG_1_G124,2029-12-10 00:00:00,3.3000000000000003,60.0,3.0,L -1 Zone 3,L -1,MEP,Plumbing Fixtures,MEP Rough-In L -1 Group 124,Production Order,2029-12-10
PO-000229:MEP_L_NEG_1_G125,2029-12-10 00:00:00,3.3000000000000003,60.0,3.0,,L -1,MEP,Plumbing Fixtures,MEP Rough-In L -1 Group 125,Production Order,2029-12-10
PO-000230:MEP_L_NEG_1_G126,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 126,Production Order,2029-12-10
PO-000231:MEP_L_NEG_1_G127,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 127,Production Order,2029-12-10
PO-000232:MEP_L_NEG_1_G128,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 128,Production Order,2029-12-10
PO-000233:MEP_L_NEG_1_G129,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 129,Production Order,2029-12-10
PO-000234:MEP_L_NEG_1_G130,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 130,Production Order,2029-12-10
PO-000235:MEP_L_NEG_1_G131,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 131,Production Order,2029-12-10
PO-000236:MEP_L_NEG_1_G132,2029-12-10 00:00:00,0.0,21.0,3.0,,L -1,MEP,Ducts,MEP Rough-In L -1 Group 132,Production Order,2029-12-10
PO-000237:MEP_L_NEG_1_G133,2029-12-10 00:00:00,0.0,4.0,3.0,,L -1,MEP,Ducts,MEP Rough-In L -1 Group 133,Production Order,2029-12-10
PO-000238:MEP_L_NEG_1_G134,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 134,Production Order,2029-12-10
PO-000239:MEP_L_NEG_1_G135,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 135,Production Order,2029-12-10
PO-000240:MEP_L_NEG_1_G136,2029-12-10 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L -1 Group 136,Production Order,2029-12-10
PO-000241:MEP_L_NEG_1_G137,2029-12-10 00:00:00,0.0,0.0,1.0,,,,,MEP Rough-In L -1 Group 137,Production Order,2029-12-10
PO-000242:STRUCT_COL_12_0_STRUCTURAL_BAMBOO_CLB,2029-12-10 00:00:00,349.37,0.0,23.0,L 1 Zone 3|L 1 Zone 4|L 1 Zone 5|L 1 Zone 7|L 1 Zone 8|L 1 Zone 9,L 1,Structural,Structural Columns,"Structural Column 12' - 0"" | Structural Bamboo (CLB) assembly",Production Order,2029-12-10
PO-000243:STRUCT_COL_15_0_STRUCTURAL_BAMBOO_CLB,2029-12-10 00:00:00,18.98,0.0,1.0,,L 1,Structural,Structural Columns,"Structural Column 15' - 0"" | Structural Bamboo (CLB) assembly",Production Order,2029-12-10
PO-000244:INTW_L_0_ASSEMBLY,2029-12-11 00:00:00,1515.65,2274.0,16.0,L 0 Zone 1|L 0 Zone 3,L 0,Architecture,Walls,Interior Walls L 0,Production Order,2029-12-11
PO-000245:MEP_L_0_G025,2029-12-11 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 025,Production Order,2029-12-11
PO-000246:MEP_L_0_G026,2029-12-11 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 026,Production Order,2029-12-11
PO-000247:MEP_L_0_G027,2029-12-11 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 027,Production Order,2029-12-11
PO-000248:MEP_L_0_G028,2029-12-11 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 028,Production Order,2029-12-11
PO-000249:MEP_L_0_G029,2029-12-11 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 029,Production Order,2029-12-11
PO-000250:MEP_L_0_G030,2029-12-11 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 030,Production Order,2029-12-11
PO-000251:MEP_L_0_G031,2029-12-11 00:00:00,0.0,0.0,3.0,L 0 Zone 3,L 0,MEP,Flex Ducts,MEP Rough-In L 0 Group 031,Production Order,2029-12-11
PO-000252:MEP_L_0_G032,2029-12-11 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 032,Production Order,2029-12-11
PO-000253:MEP_L_0_G033,2029-12-11 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 033,Production Order,2029-12-11
PO-000254:MEP_L_0_G034,2029-12-11 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 034,Production Order,2029-12-11
PO-000255:MEP_L_0_G035,2029-12-11 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 035,Production Order,2029-12-11
PO-000256:MEP_L_0_G036,2029-12-11 00:00:00,0.0,0.0,3.0,,L 0,MEP,Flex Ducts,MEP Rough-In L 0 Group 036,Production Order,2029-12-11
PO-000257:MEP_L_0_G037,2029-12-11 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 037,Production Order,2029-12-11
PO-000258:MEP_L_0_G038,2029-12-11 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 038,Production Order,2029-12-11
PO-000259:MEP_L_0_G039,2029-12-11 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 039,Production Order,2029-12-11
PO-000260:MEP_L_0_G040,2029-12-11 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 040,Production Order,2029-12-11
PO-000261:MEP_L_0_G041,2029-12-11 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 041,Production Order,2029-12-11
PO-000262:MEP_L_0_G042,2029-12-11 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 042,Production Order,2029-12-11
PO-000263:MEP_L_0_G043,2029-12-11 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 043,Production Order,2029-12-11
PO-000264:MEP_L_0_G044,2029-12-11 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 044,Production Order,2029-12-11
PO-000265:MEP_L_0_G045,2029-12-11 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 045,Production Order,2029-12-11
PO-000266:MEP_L_0_G046,2029-12-11 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 046,Production Order,2029-12-11
PO-000267:MEP_L_0_G047,2029-12-11 00:00:00,0.0,0.0,3.0,,L 0,MEP,Flex Ducts,MEP Rough-In L 0 Group 047,Production Order,2029-12-11
PO-000268:MEP_L_0_G048,2029-12-11 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 048,Production Order,2029-12-11
PO-000269:STRUCT_COL_12_0_STRUCTURAL_BAMBOO_CLB,2029-12-11 00:00:00,167.09,0.0,11.0,L 1 Zone 1|L 1 Zone 5|L 1 Zone 9,L 1,Structural,Structural Columns,"Structural Column 12' - 0"" | Structural Bamboo (CLB) assembly",Production Order,2029-12-11
PO-000270:STRUCT_FRAME_10_0_STRUCTURAL_BAMBOO_CLB,2029-12-11 00:00:00,219.99999999999997,0.0,14.0,,,Structural,Structural Framing,"Structural Framing 10' - 0"" | Structural Bamboo (CLB) assembly",Production Order,2029-12-11
PO-000271:STRUCT_FRAME_10_6_STRUCTURAL_BAMBOO_CLB,2029-12-11 00:00:00,16.72,0.0,1.0,,,Structural,Structural Framing,"Structural Framing 10' - 6"" | Structural Bamboo (CLB) assembly",Production Order,2029-12-11
PO-000272:STRUCT_FRAME_14_6_STRUCTURAL_BAMBOO_CLB,2029-12-11 00:00:00,94.62,0.0,4.0,,,Structural,Structural Framing,"Structural Framing 14' - 6"" | Structural Bamboo (CLB) assembly",Production Order,2029-12-11
PO-000273:STRUCT_FRAME_17_7_STRUCTURAL_BAMBOO_CLB,2029-12-11 00:00:00,48.78,0.0,1.0,,,Structural,Structural Framing,"Structural Framing 17' - 7"" | Structural Bamboo (CLB) assembly",Production Order,2029-12-11
PO-000274:STRUCT_FRAME_18_3_7_8_STRUCTURAL_BAMBOO_CLB,2029-12-11 00:00:00,30.1,0.0,1.0,,,Structural,Structural Framing,"Structural Framing 18' - 3 7/8"" | Structural Bamboo (CLB) assembly",Production Order,2029-12-11
PO-000275:STRUCT_FRAME_20_1_STRUCTURAL_BAMBOO_CLB,2029-12-11 00:00:00,48.78,0.0,1.0,,,Structural,Structural Framing,"Structural Framing 20' - 1"" | Structural Bamboo (CLB) assembly",Production Order,2029-12-11
PO-000276:STRUCT_FRAME_21_10_3_4_STRUCTURAL_BAMBOO_CLB,2029-12-11 00:00:00,36.35,0.0,1.0,,,Structural,Structural Framing,"Structural Framing 21' - 10 3/4"" | Structural Bamboo (CLB) assembly",Production Order,2029-12-11
PO-000277:STRUCT_FRAME_29_0_STRUCTURAL_BAMBOO_CLB,2029-12-11 00:00:00,536.5799999999999,0.0,11.0,,,Structural,Structural Framing,"Structural Framing 29' - 0"" | Structural Bamboo (CLB) assembly",Production Order,2029-12-11
PO-000278:INTW_L_0_ASSEMBLY,2029-12-12 00:00:00,747.0799999999999,1119.0,10.0,L 0 Zone 1,L 0,Architecture,Walls,Interior Walls L 0,Production Order,2029-12-12
PO-000279:MEP_L_0_G049,2029-12-12 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 049,Production Order,2029-12-12
PO-000280:MEP_L_0_G050,2029-12-12 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 050,Production Order,2029-12-12
PO-000281:MEP_L_0_G051,2029-12-12 00:00:00,0.0,0.0,3.0,,L 0,MEP,Flex Ducts,MEP Rough-In L 0 Group 051,Production Order,2029-12-12
PO-000282:MEP_L_0_G052,2029-12-12 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 052,Production Order,2029-12-12
PO-000283:MEP_L_0_G053,2029-12-12 00:00:00,0.09,1.0,3.0,,L 0,MEP,Air Terminals,MEP Rough-In L 0 Group 053,Production Order,2029-12-12
PO-000284:MEP_L_0_G054,2029-12-12 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 054,Production Order,2029-12-12
PO-000285:MEP_L_0_G055,2029-12-12 00:00:00,0.0,21.0,3.0,,L 0,MEP,Ducts,MEP Rough-In L 0 Group 055,Production Order,2029-12-12
PO-000286:MEP_L_0_G056,2029-12-12 00:00:00,0.16,0.0,3.0,,L 0,MEP,Duct Fittings,MEP Rough-In L 0 Group 056,Production Order,2029-12-12
PO-000287:MEP_L_0_G057,2029-12-12 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 057,Production Order,2029-12-12
PO-000288:MEP_L_0_G058,2029-12-12 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 058,Production Order,2029-12-12
PO-000289:MEP_L_0_G059,2029-12-12 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 059,Production Order,2029-12-12
PO-000290:MEP_L_0_G060,2029-12-12 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 060,Production Order,2029-12-12
PO-000291:MEP_L_0_G061,2029-12-12 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 061,Production Order,2029-12-12
PO-000292:MEP_L_0_G062,2029-12-12 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 062,Production Order,2029-12-12
PO-000293:MEP_L_0_G063,2029-12-12 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 063,Production Order,2029-12-12
PO-000294:MEP_L_0_G064,2029-12-12 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 064,Production Order,2029-12-12
PO-000295:MEP_L_0_G065,2029-12-12 00:00:00,0.0,0.0,3.0,,,,,MEP Rough-In L 0 Group 065,Production Order,2029-12-12
